line_no,image file,doc_no,type,date,place,shelfmark,names_int,names_comp,image no.
3098,,,,,,,"Breitenbach, Franz Joseph","Mendelssohn Bartholdy, Felix",
3099,,,,,,,"Mengelberg, Willem","Guilmant, Alexandre",
3100,,,,,,,,"Arnold, Gustav",
3101,,,,,,,,"Wüllner, Franz",
3102,pyr_349,383,Concert,18930130,"Luzern, Marianischer Saal im Jesuitengymnasium",Ms.N.46 6.3,"Klein-Achermann, Emilie","Mozart, Wolfgang Amadeus",349
3103,,,,,,,"Brunner, Frida","Wilhelmj, August",
3104,,,,,,,"Mengelberg, Willem","Rossini, Gioachino",
3105,,,,,,,"Lipa, J.","Donizetti, Gaetano",
3106,,,,,,,,"Mengelberg, Willem",
3107,,,,,,,,"Schubert, Franz",
3108,,,,,,,,"Huber, Hans",
3109,,,,,,,,"Mendelssohn Bartholdy, Felix",
3110,,,,,,,,"Lorleberg, Richard",
3111,,,,,,,,"Grieg, Edvard",
3112,pyr_350,384,Concert,18930423,"Luzern, Konzertsaal Löwengarten",Ms.N.46 6.3,"Stadtorchester, Luzern","Rossini, Gioachino",350
3113,pyr_351,,,,,,Küchle (Mlle),"Bruch, Max",351
3114,pyr_352,,,,,,"Markees, Ernst","Schumann, Robert",352
3115,pyr_353,,,,,,"Frauenchor, Luzern","Müller, Karl",353
3116,pyr_354,,,,,,"Liedertafel, Luzern","Taubert, Wilhelm",354
3117,pyr_355,,,,,,,"David, Félicien",355
3118,pyr_356,,,,,,,"Wagner, Richard",356
3119,pyr_357,,,,,,,"Mendelssohn Bartholdy, Felix",357
3120,pyr_358,,,,,,,"Rheinberger, Josef",358
3121,pyr_359,,,,,,,,359
3122,pyr_360,,,,,,,,360
3123,pyr_361,,,,,,,,361
3124,pyr_362,,,,,,,,362
3125,pyr_363,,,,,,,,363
3126,pyr_364,,,,,,,,364
3127,pyr_365,,,,,,,,365
3128,pyr_366,,,,,,,,366
3129,pyr_367,,,,,,,,367
3130,pyr_368,385,Concert,18950317,"Glarus, Schützenhaussaal",Ms.N.46 6.3,"Meister, Casimir","Beethoven, Ludwig van",368
3131,pyr_369,,,,,,"Frohsinn, Glarus","Brunner, Marx",369
3132,pyr_370,,,,,,"Harmoniemusik, Glarus","Loewe, Carl",370
3133,pyr_371,,,,,,"Regimentskapelle, Konstanz","Rubinštejn, Anton Grigor'evič",371
3134,pyr_372,,,,,,"Hindemann, Moritz","Raff, Joachim",372
3135,pyr_373,,,,,,"Holzmann, Adolf","Hauser, Miska",373
3136,pyr_374,,,,,,,"Händel, Georg Friedrich",374
3137,pyr_375,,,,,,,"Lassen, Eduard",375
3138,pyr_376,,,,,,,"Weber, Carl Maria von",376
3139,pyr_377,,,,,,,"Arnold, Gustav",377
3140,pyr_378,,,,,,,,378
3141,pyr_379,,,,,,,,379
3142,pyr_380,386,Concert,18960126,"Basel, Musiksaal des Stadtcasinos Basel",Ms.N.46 6.3,"Liedertafel, Basel","Mendelssohn Bartholdy, Felix",380
3143,pyr_381,,,,,,"Volkland, Alfred","Hess, Carl",381
3144,pyr_382,,,,,,"Kaufmann, Robert","Weber, Carl Maria von",382
3145,pyr_383,,,,,,"Wassermann, Adolf","Arnold, Gustav",383
3146,,,,,,,"Weber, Hans",,
3147,,,,,,,"Allgemeine Musikgesellschaft, Basel",,
3148,pyr_384,387,Concert,18960126,"Zürich, Tonhalle",Ms.N.46 6.3,"Sängerverein Harmonie, Zürich","Beethoven, Ludwig van",384
3149,pyr_385,,,,,,"Rüsche, Cécile","Goetz, Hermann",385
3150,pyr_386,,,,,,"Jacob, Jean","Angerer, Gottfried",386
3151,pyr_387,,,,,,"Weber, Gabriel","Schumann, Robert",387
3152,pyr_388,,,,,,"Angerer, Gottfried","Hildach, Eugen",388
3153,pyr_389,,,,,,"Tonhalle-Orchester, Zürich","Donato, Baldissera",389
3154,pyr_390,,,,,,,"Widmann, Benedict",390
3155,pyr_391,,,,,,,"Dregert, Alfred",391
3156,pyr_392,,,,,,,"Othegraven, August von",392
3157,pyr_393,,,,,,,"Arnold, Gustav",393
3158,pyr_394,,,,,,,,394
3159,pyr_395,,,,,,,,395
3160,pyr_396,,,,,,,,396
3161,pyr_397,,,,,,,,397
3162,pyr_398,,,,,,,,398
3163,pyr_399,,,,,,,,399
3164,pyr_400,388,Concert,18970125,"Luzern, Hotel Union",Ms.N.46 6.3,"Fassbaender, Peter","Beethoven, Ludwig van",400
3165,,,,,,,Langenhan-Hirzel (Mme),"Chopin, Fryderyk Franciszek",
3166,,,,,,,"Stadtorchester, Luzern","Massenet, Jules",
3167,,,,,,,,"Leschetizky, Theodor",
3168,,,,,,,,"Brahms, Johannes",
3169,,,,,,,,"Schütt, Eduard",
3170,,,,,,,,"Mendelssohn Bartholdy, Felix",
3171,pyr_401,389,Concert,18970214,"Winterthur, Stadtkirche",Ms.N.46 6.3,"Gassmann, K.","Svendsen, Johan",401
3172,pyr_402,,,,,,"Burgmeier, Lisa","Becker, Valentin Eduard",402
3173,pyr_403,,,,,,"Hürlimann, J.","Baldamus, Gustav",403
3174,pyr_404,,,,,,"Arx, D. von","Wagner, Richard",404
3175,pyr_405,,,,,,"Bach, F.","Beethoven, Ludwig van",405
3176,pyr_406,,,,,,"Dilettanten-Orchester, Winterthur","Attenhofer, Carl",406
3177,pyr_407,,,,,,"Männerchor Frohsinn, Winterthur","Möhring, Ferdinand",407
3178,pyr_408,,,,,,,"Brahms, Johannes",408
3179,,,,,,,,"Liszt, Franz",
3180,,,,,,,,"Abt, Franz",
3181,,,,,,,,"Massenet, Jules",
3182,,,,,,,,"Arnold, Gustav",
3183,pyr_409,390,Concert,18970222,"Luzern, Hotel Union",Ms.N.46 6.3,"Fassbaender, Peter","Mendelssohn Bartholdy, Felix",409
3184,pyr_410,,,,,,"Kraus, Felix","Händel, Georg Friedrich",410
3185,,,,,,,"Stadtorchester, Luzern","Grieg, Edvard",
3186,,,,,,,,"Schumann, Robert",
3187,,,,,,,,"Brahms, Johannes",
3188,,,,,,,,"Mozart, Wolfgang Amadeus",
3189,pyr_411,391,Concert,18970326,"Luzern, Hotel Union",Ms.N.46 6.3,"Fassbaender, Peter","Haydn, Joseph",411
3190,,,,,,,"Burmester, Willy","Spohr, Louis",
3191,,,,,,,"Stadtorchester, Luzern","Wagner, Richard",
3192,,,,,,,,"Bach, Johann Sebastian",
3193,,,,,,,,"Paganini, Nicolò",
3194,,,,,,,,"Burmester, Willy",
3195,,,,,,,,"Rubinštejn, Anton Grigor'evič",
3196,pyr_412,392,Concert,18970404,"Luzern, Hotel Union",Ms.N.46 6.3,"Fassbaender, Peter","Mozart, Wolfgang Amadeus",412
3197,pyr_413,,,,,,"Stadtorchester, Luzern","Rheinberger, Josef Gabriel",413
3198,pyr_414,,,,,,Meili-Wapf (Mme),"Saint-Saëns, Camille",414
3199,pyr_415,,,,,,"Helbling, Laura","Filke, Max",415
3200,,,,,,,,"Reiser, August",
3201,,,,,,,,"Bruch, Max",
3202,,,,,,,,"Lachner, Vinzenz",
3203,,,,,,,,"Pressel, Gustav Adolf",
3204,,,,,,,,"Brahms, Johannes",
3205,,,,,,,,"Fassbaender, Peter",
3206,,,,,,,,"Girschner, Karl Friedrich Julius",
3207,,,,,,,,"Vieuxtemps, Henri",
3208,,,,,,,,"Wieniawski, Henryk",
3209,,,,,,,,"Oesten, Max",
3210,pyr_416,393,Concert,18970607,Zug,Ms.N.46 6.3,"Cäcilienverein, Kanton Zug","Gruber, Josef",416
3211,pyr_417,,,,,,,"Schütky, Franz Joseph",417
3212,,,,,,,,"Ett, Caspar",
3213,,,,,,,,"Möhring, Ferdinand",
3214,,,,,,,,"Modelmayr, Joseph",
3215,,,,,,,,"Schubiger, Anselm",
3216,,,,,,,,"Fux, Johann Joseph",
3217,,,,,,,,"Lotti, Antonio",
3218,,,,,,,,Zangl,
3219,,,,,,,,Kühne,
3220,pyr_418,394,Concert,18970620,"Winterthur, Festhütte",Ms.N.46 6.3,"Dilettanten-Orchester, Winterthur","Dietrich, F.",418
3221,,,,,,,"Männerchor Frohsinn, Winterthur","Arnold, Gustav",
3222,,,,,,,"Bach, F.","Wittkowsky, Th.",
3223,,,,,,,"Gassmann, K.","Becker, Valentin Eduard",
3224,,,,,,,,"Tüffers, Ph.",
3225,,,,,,,,"Strauss, Johann",
3226,,,,,,,,Kling,
3227,,,,,,,,Naumann,
3228,,,,,,,,"Möhring, Ferdinand",
3229,,,,,,,,"Decker, W.",
3230,,,,,,,,"Simon, Ernst",
3231,,,,,,,,"Koschat, Thomas",
3232,,,,,,,,"Abt, Franz",
3233,,,,,,,,"Wenzel, H.",
3234,,,,,,,,"Lincke, Paul",
3235,pyr_419,395,Concert,18971205,"Zürich, Tonhalle",Ms.N.46 6.3,"Sängerverein Harmonie, Zürich","Bruch, Max",419
3236,pyr_420,,,,,,"Angerer, Gottfried","Nicodé, Jean Louis",420
3237,pyr_421,,,,,,"Raeuber-Sandoz, Emma","Kempter, Karl",421
3238,pyr_422,,,,,,"Schlitzer, Hans","Goldmark, Karl",422
3239,pyr_423,,,,,,"Gutknecht, Viktor","Sucher, Josef",423
3240,pyr_424,,,,,,"Weber, Gabriel","Schumann, Robert",424
3241,pyr_425,,,,,,"Tonhalle-Orchester, Zürich","Lassen, Eduard",425
3242,pyr_426,,,,,,,"Brahms, Johannes",426
3243,,,,,,,,"Kjerulf, Halfdan",
3244,,,,,,,,"Niggli, Fritz",
3245,,,,,,,,"Dregert, Alfred",
3246,,,,,,,,"Kremser, Eduard",
3247,,,,,,,,"Arnold, Gustav",
3248,pyr_427,396,Concert,18980328,"Luzern, Hotel Union",Ms.N.46 6.3,"Fassbaender, Peter","Schubert, Franz",427
3249,,,,,,,"Hegner, Anna","Saint-Saëns, Camille",
3250,,,,,,,"Blanchet, Emile-Robert","Bruch, Max",
3251,,,,,,,"Stadtorchester, Luzern","Weber, Carl Maria von",
3252,,,,,,,,"Bach, Johann Sebastian",
3253,,,,,,,,"Tausig, Carl",
3254,,,,,,,,"Liszt, Franz",
3255,,,,,,,,"Spohr, Louis",
3256,,,,,,,,"Sarasate, Pablo de",
3257,,,,,,,,"Beethoven, Ludwig van",
3258,pyr_428,397,Concert,18980417,"Luzern, Hotel Union",Ms.N.46 6.3,"Stadtorchester, Luzern","Mozart, Wolfgang Amadeus",428
3259,pyr_429,,,,,,"Fassbaender, Peter","Brambach, Caspar Joseph",429
3260,pyr_430,,,,,,"Pfyffer, Mathilde","Jüngst, Hugo",430
3261,pyr_431,,,,,,"Walker, Xaver","Saint-Saëns, Camille",431
3262,,,,,,,,"Fassbaender, Peter",
3263,,,,,,,,"Haydn, Joseph",
3264,,,,,,,,"Löwe, Carl",
3265,,,,,,,,"Maier, Julius",
3266,,,,,,,,"Dregert, Alfred",
3267,,,,,,,,"Grieg, Edvard",
3268,,,,,,,,"Brahms, Johannes",
3269,,,,,,,,"Schumann, Robert",
3270,,,,,,,,"Meyer-Olbersleben, Max",
3271,pyr_432,398,Concert,19000318,"Luzern, Hotel Union",Ms.N.46 6.3,"Männerchor, Luzern","Marschner, Heinrich August",432
3272,pyr_433,,,,,,"Zeiz, Eugenie","Köllner, Eduard",433
3273,pyr_434,,,,,,"Schwytzer, Franz","Abt, Franz",434
3274,pyr_435,,,,,,"Stadtorchester, Luzern","Mozart, Wolfgang Amadeus",435
3275,,,,,,,"Fassbaender, Peter","Hegar, Friedrich",
3276,,,,,,,,"Léonard, Hubert",
3277,,,,,,,,"Döring, Heinrich",
3278,,,,,,,,"Schultz, Edwin",
3279,,,,,,,,"Zöllner, Carl Friedrich",
3280,,,,,,,,"Lauber, Joseph",
3281,,,,,,,,"Delibes, Léo",
3282,,,,,,,,"Rubinštejn, Anton Grigor'evič",
3283,pyr_436,399,Concert,19000701,"Sursee, Saal zum Hirschen",Ms.N.46 6.3,"Männerchor, Sursee","Nägeli, Hans Georg",436
3284,,,,,,,,"Arnold, Gustav",
3285,,,,,,,,"Brunner, Marx",
3286,,,,,,,,"Weber, Johann Rudolf",
3287,,,,,,,,"Schnyder, Christoph",
3288,,,,,,,,"Frei-Beck, Jos.",
3289,,,,,,,,"Attenhofer, Carl",
3290,,,,,,,,"Kessler, F.",
3291,,,,,,,,"Kempter, Karl",
3292,,,,,,,,"Schultz, Edwin",
3293,pyr_437,400,Season,19040619,Zürich,Ms.N.46 6.3,"Männerchor, Zürich-Wiedikon","Arnold, Gustav",437
3294,pyr_438,,,19040626,,,"Gemischter Chor, Zürich-Wiedikon",,438
3295,pyr_439,,,19040703,,,"Töchterchor, Zürich-Wiedikon",,439
3296,pyr_440,,,19040710,,,"Regimentskapelle, Mülhausen",,440
3297,pyr_441,,,19040717,,,Vogler,,441
3298,pyr_442,,,19040724,,,,,442
3299,pyr_443,,,19040731,,,,,443
3300,pyr_444,,,19040807,,,,,444
3301,pyr_445,,,,,,,,445
3302,pyr_446,,,,,,,,446
3303,pyr_447,,,,,,,,447
3304,pyr_448,,,,,,,,448
3305,pyr_449,401,Concert,19100319,"Luzern, Hotel Union",Ms.N.46 6.3,"Stadtorchester, Luzern","Weber, Carl Maria von",449
3306,pyr_450,,,,,,"Fassbaender, Peter","Rietz, Julius",450
3307,pyr_451,,,,,,"Flury, Alfred","Brahms, Johannes",451
3308,pyr_452,,,,,,"Walker, Xaver","Andreae, Volkmar",452
3309,,,,,,,Zemp,"Möhring, Ferdinand",
3310,,,,,,,,"Schoeck, Othmar",
3311,,,,,,,,"Strauss, Richard",
3312,,,,,,,,"Angerer, Gottfried",
3313,,,,,,,,"Mendelssohn Bartholdy, Felix",
3314,,,,,,,,"Arnold, Gustav",
3315,pyr_453,402,Concert,19100727,"Luzern, Sankt Leodegar im Hof",Ms.N.46 6.3,"Gmür, G.","Händel, Georg Friedrich",453
3316,pyr_454,,,,,,"Fassbaender, Peter","Arnold, Gustav",454
3317,pyr_455,,,,,,"Männerchor, Luzern","Mendelssohn Bartholdy, Felix",455
3318,pyr_456,,,,,,,"Möhring, Ferdinand",456
3319,,,,,,,,"Schubert, Franz",
3320,,,,,,,,"Bach, Johann Sebastian",
3321,pyr_457,403,Concert,19251110,"Luzern, Schweizerhof",Ms.N.46 6.3,"Liedertafel, Luzern","Schubert, Franz",457
3322,pyr_458,,,,,,"Wassermann, Alfred","Weber, Gustav",458
3323,pyr_459,,,,,,"Vallaster, Gretel","Munzinger, Karl",459
3324,pyr_460,,,,,,"Hindemann, Josef","Wassermann, Alfred",460
3325,pyr_461,,,,,,"Stadtorchester, Luzern","Wolf, Hugo",461
3326,pyr_462,,,,,,,"Arnold, Gustav",462
3327,pyr_463,,,,,,,,463
3328,pyr_464,,,,,,,,464
3329,pyr_465,,,,,,,,465
3330,pyr_466,404,Concert,18920410,"Luzern, Hôtel du Lac",Ms.N.46 6.3,"Markees, Ernst","Tartini, Giuseppe",466
3331,pyr_467,,,,,,"Greyerz, Minna von","Bach, Johann Sebastian",467
3332,pyr_468,,,,,,"Esser, Franz","Schumann, Robert",468
3333,pyr_469,,,,,,,"Brahms, Johannes",469
3334,,,,,,,,"Markees, Ernst",
3335,,,,,,,,"Beethoven, Ludwig van",
3336,pyr_470,405,Concert,18940908,"Luzern, Kursaal",Ms.N.46 6.3,"Infanterie-Musikkorps, Luzern",Hager,470
3337,,,,,,,,Herfurt,
3338,,,,,,,,Gärtner,
3339,,,,,,,,Zimmermann,
3340,,,,,,,,Unrath,
3341,,,,,,,,Clarens,
3342,,,,,,,,Carl,
3343,,,,,,,,Busch,
3344,,,,,,,,"Faust, Carl",
3345,,,,,,,,"Lötscher, F.",
3346,,,,,,,,Bohm,
3347,,,,,,,,Franke,
3348,,,,,,,,Scheurer,
3349,,,,,,,,Rixner,
3350,,,,,,,,Aebi,
3351,,,,,,,,Dietrich,
3352,pyr_471,406,Concert,18951127,"Luzern, Schweizerhof",Ms.N.46 6.3,"Klein-Achermann, Emilie","Schubert, Franz",471
3353,pyr_472,,,,,,"Denhof, F.","Schumann, Robert",472
3354,,,,,,,"Strübin, Ph.","Eckert, Carl",
3355,,,,,,,"Breitenbach, Franz Joseph","Chopin, Fryderyk Franciszek",
3356,,,,,,,,"Brahms, Johannes",
3357,,,,,,,,"Pabst, Louis",
3358,,,,,,,,"Paderewski, Ignacy Jan",
3359,,,,,,,,"Rubinštejn, Anton Grigor'evič",
3360,,,,,,,,"Taubert, Wilhelm",
3361,pyr_473,407,Concert,18901221,"Luzern, Schweizerhof",Ms.N.46 6.3,"Stadtorchester, Luzern","Cherubini, Luigi",473
3362,pyr_474,,,,,,"Müller, Ulrich","Bruch, Max",474
3363,,,,,,,"Liedertafel, Luzern","Rheinberger, Josef Gabriel",
3364,,,,,,,,"Angerer, Gottfried",
3365,,,,,,,,"Brahms, Johannes",
3366,,,,,,,,"Gastoldi, Giovanni Giacomo",
3367,,,,,,,,"Liszt, Franz",
3368,,,,,,,,"Lassen, Eduard",
3369,,,,,,,,"Zöllner, Heinrich",
3370,pyr_475,408,Concert,18901126,"Luzern, Schweizerhof",Ms.N.46 6.3,"Hindemann, M.","Verdi, Giuseppe",475
3371,,,,,,,"Kremers, Helene","Dancla, Charles",
3372,,,,,,,"Helbling, Carl","Meyerbeer, Giacomo",
3373,,,,,,,"Helbling, Laura","Bizet, Georges",
3374,,,,,,,"Breitenbach, Franz Joseph","Förster, Alban",
3375,,,,,,,,"Jensen, Adolf",
3376,,,,,,,,"Esser, Heinrich",
3377,,,,,,,,"Raff, Joachim",
3378,,,,,,,,"Reber, Henri",
3379,,,,,,,,"Vockner, Josef",
3380,,,,,,,,"Brahms, Johannes",
3381,,,,,,,,"Wagner, Richard",
3382,,,,,,,,"Mozart, Wolfgang Amadeus",
3383,pyr_001,409,Concert,18751021,"Luzern, Hôtel du Lac",Ms.N.46 6.3 2,"Theater- und Musikliebhabergesellschaft, Luzern","Beethoven, Ludwig van",001
3384,,,,,,,"Arnold, Gustav","Bériot, Charles-Auguste de",
3385,,,,,,,"Köhler, Fr.","Meyerbeer, Giacomo",
3386,,,,,,,,"Mendelssohn Bartholdy, Felix",
3387,,,,,,,,"Mozart, Wolfgang Amadeus",
3388,,,,,,,,"Schumann, Clara",
3389,,,,,,,,"Franz, Robert",
3390,,,,,,,,"Goltermann, Georg",
3391,,,,,,,,"Vieuxtemps, Henri",
3392,,,,,,,,"Arditi, Luigi",
3393,pyr_002,410,Concert,18751125,"Luzern, Hôtel du Lac",Ms.N.46 6.3 2,"Theater- und Musikliebhabergesellschaft, Luzern","Weber, Carl Maria von",002
3394,,,,,,,"Arnold, Gustav","Haydn, Joseph",
3395,,,,,,,"Köhler, Fr.","Rubinštejn, Anton Grigor'evič",
3396,,,,,,,Scheibl,"Mendelssohn Bartholdy, Felix",
3397,,,,,,,Döring,"Taubert, Wilhelm",
3398,,,,,,,Rudolph,"Böhm, Theobald",
3399,,,,,,,"Ziethen, P.","Schumann, Robert",
3400,,,,,,,,"Lecocq, Charles",
3401,,,,,,,,"Beethoven, Ludwig van",
3402,pyr_003,411,Concert,18751230,"Luzern, Hôtel du Lac",Ms.N.46 6.3 2,"Theater- und Musikliebhabergesellschaft, Luzern","Méhul, Etienne-Nicolas",003
3403,,,,,,,"Arnold, Gustav","Donizetti, Gaetano",
3404,,,,,,,"Burg, C.","Beethoven, Ludwig van",
3405,,,,,,,,"Wagner, Richard",
3406,,,,,,,,"Burg, C.",
3407,,,,,,,,"Schubert, Franz",
3408,,,,,,,,"Schumann, Robert",
3409,,,,,,,,"Mendelssohn Bartholdy, Felix",
3410,pyr_004,412,Concert,18760113,"Luzern, Hôtel du Lac",Ms.N.46 6.3 2,"Theater- und Musikliebhabergesellschaft, Luzern","Haydn, Joseph",004
3411,pyr_005,,,,,,"Arnold, Gustav","Rossini, Gioachino",005
3412,,,,,,,"Köhler, Fr.","David, Ferdinand",
3413,,,,,,,,"Mendelssohn Bartholdy, Felix",
3414,,,,,,,,"Heller, Stephen",
3415,,,,,,,,"Chopin, Fryderyk Franciszek",
3416,,,,,,,,"Franz, Robert",
3417,,,,,,,,"Schumann, Robert",
3418,,,,,,,,"Hauser, Moritz",
3419,,,,,,,,"Lachner, Franz Paul",
3420,pyr_006,413,Concert,18760219,"Luzern, Hôtel du Lac",Ms.N.46 6.3 2,"Theater- und Musikliebhabergesellschaft, Luzern","Gloggner, Karl",006
3421,,,,,,,"Arnold, Gustav","Mendelssohn Bartholdy, Felix",
3422,,,,,,,"Rudolph, A.","Franchomme, Auguste",
3423,,,,,,,"Gloggner, Karl","Gumbert, Ferdinand",
3424,,,,,,,,"Bogler, Bernhard",
3425,,,,,,,,"Beethoven, Ludwig van",
3426,pyr_007,414,Concert,18760316,"Luzern, Hôtel du Lac",Ms.N.46 6.3 2,"Theater- und Musikliebhabergesellschaft, Luzern","Schumann, Robert",007
3427,,,,,,,"Arnold, Gustav","Kreutzer, Conradin",
3428,,,,,,,"Köhler, Fr.","Gounod, Charles-François",
3429,,,,,,,"Rudolph, A.","Haydn, Joseph",
3430,,,,,,,,"Koch, M.",
3431,,,,,,,,"Beethoven, Ludwig van",
3432,,,,,,,,"Schubert, Franz",
3433,,,,,,,,"Mendelssohn Bartholdy, Felix",
3434,,,,,,,,"Abt, Franz",
3435,,,,,,,,"Auber, Daniel-François-Esprit",
3436,pyr_008,415,Concert,18761228,"Luzern, Hôtel du Lac",Ms.N.46 6.3 2,"Theater- und Musikliebhabergesellschaft, Luzern","Weber, Carl Maria von",008
3437,,,,,,,"Arnold, Gustav","Lorenz, Carl Daniel",
3438,,,,,,,Stamm,"Bellini, Vincenzo",
3439,,,,,,,Küpfer-Bell (Mme),"Hummel, Johann Nepomuk",
3440,,,,,,,,"Beethoven, Ludwig van",
3441,,,,,,,,"Franz, Robert",
3442,,,,,,,,"Strakosch, Maurice",
3443,,,,,,,,"Wagner, Richard",
3444,pyr_009,416,Concert,18760104,"Luzern, Hôtel du Lac",Ms.N.46 6.3 2,"Theater- und Musikliebhabergesellschaft, Luzern","Mozart, Wolfgang Amadeus",009
3445,,,,,,,"Arnold, Gustav","Weber, Carl Maria von",
3446,,,,,,,"Hindemann, M.","Gade, Niels Wilhelm",
3447,,,,,,,Ziethen,"Mendelssohn Bartholdy, Felix",
3448,,,,,,,,"Tulou, Jean-Louis",
3449,,,,,,,,"Schubert, Franz",
3450,,,,,,,,"Schumann, Robert",
3451,,,,,,,,"Mendelssohn Bartholdy, Felix",
3452,,,,,,,,"Meyerbeer, Giacomo",
3453,pyr_010,417,Concert,18770111,"Luzern, Hôtel du Lac",Ms.N.46 6.3 2,"Theater- und Musikliebhabergesellschaft, Luzern","Mendelssohn Bartholdy, Felix",010
3454,,,,,,,"Arnold, Gustav","Reiter, Ernst",
3455,,,,,,,"Köhler, Fr.","Beethoven, Ludwig van",
3456,,,,,,,Hager,"Goltermann, Georg",
3457,,,,,,,Scheibl,"Bohm, Carl",
3458,,,,,,,"Holzmann, Adolf","Abt, Franz",
3459,,,,,,,"Köhler, Joseph","Schubert, Franz",
3460,pyr_011,418,Concert,18770125,"Luzern, Hôtel du Lac",Ms.N.46 6.3 2,"Theater- und Musikliebhabergesellschaft, Luzern","Cherubini, Luigi",011
3461,,,,,,,"Arnold, Gustav","Donizetti, Gaetano",
3462,,,,,,,"Köhler, Fr.","Schubert, Franz",
3463,,,,,,,Scheibl,"Parish Alvars, Elias",
3464,,,,,,,"Holzmann, Adolf","Lassen, Eduard",
3465,,,,,,,"Köhler, Joseph","Berlioz, Hector",
3466,,,,,,,"Meyer, P. A.","Weber, Carl Maria von",
3467,,,,,,,,"Mendelssohn Bartholdy, Felix",
3468,pyr_012,419,Concert,18770215,"Luzern, Hôtel du Lac",Ms.N.46 6.3 2,"Theater- und Musikliebhabergesellschaft, Luzern","Haydn, Joseph",012
3469,,,,,,,"Arnold, Gustav","Rossini, Gioachino",
3470,,,,,,,Koch,"Chopin, Fryderyk Franciszek",
3471,,,,,,,,Fuchs,
3472,,,,,,,,"Beethoven, Ludwig van",
3473,,,,,,,,"Massé, Victor",
3474,,,,,,,,"Hérold, Ferdinand",
3475,,,,,,,,"Halévy, Fromental",
3476,pyr_013,420,Concert,18770301,"Luzern, Hôtel du Lac",Ms.N.46 6.3 2,"Theater- und Musikliebhabergesellschaft, Luzern","Stauffer, Theodor",013
3477,,,,,,,"Arnold, Gustav","Gluck, Christoph Willibald",
3478,,,,,,,Ronca-Müller (Mme),"Bennett, William Sterndale",
3479,,,,,,,,"Beethoven, Ludwig van",
3480,,,,,,,,"Schumann, Robert",
3481,,,,,,,,"Mendelssohn Bartholdy, Felix",
3482,,,,,,,,"Taubert, Wilhelm",
3483,,,,,,,,"Liszt, Franz",
3484,pyr_014,421,Concert,18770308,"Luzern, Hôtel du Lac",Ms.N.46 6.3 2,"Arnold, Gustav","Bargiel, Woldemar",014
3485,,,,,,,"Köhler, Fr.","Schubert, Franz",
3486,,,,,,,"Holzmann, Adolf","Reissiger, Carl Gottlieb",
3487,,,,,,,Scheibl,"Mendelssohn Bartholdy, Felix",
3488,,,,,,,Mädemann,"Schumann, Robert",
3489,,,,,,,Stamm,"Ernst, Heinrich Wilhelm",
3490,,,,,,,"Köhler, Joseph","Paganini, Nicolò",
3491,,,,,,,,"Loewe, Carl",
3492,,,,,,,,"Fesca, Alexander",
3493,pyr_015,422,Concert,18770321,"Luzern, Hôtel du Lac",Ms.N.46 6.3 2,"Arnold, Gustav","Spohr, Louis",015
3494,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern","Halévy, Fromental",
3495,,,,,,,"Holzmann, Adolf","Servais, Adrien-François",
3496,,,,,,,"Burg, C.","Glinka, Michail Ivanovič",
3497,,,,,,,,"Weber, Carl Maria von",
3498,,,,,,,,"Reinecke, Carl",
3499,,,,,,,,"Hauser, Moritz",
3500,,,,,,,,"Donizetti, Gaetano",
3501,,,,,,,,"Abert, Johann Joseph",
3502,pyr_016,423,Concert,18780103,"Luzern, Hôtel du Lac",Ms.N.46 6.3 2,"Arnold, Gustav","Haydn, Joseph",016
3503,pyr_017,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern","Mozart, Wolfgang Amadeus",017
3504,,,,,,,"Hartmann, A.","Hänsel, Peter",
3505,,,,,,,,"Schumann, Robert",
3506,,,,,,,,"Saint-Saëns, Camille",
3507,,,,,,,,"Schubert, Franz",
3508,,,,,,,,"Marschner, Heinrich August",
3509,,,,,,,,"Spontini, Gaspare",
3510,pyr_018,424,Concert,18780116,"Luzern, Hôtel du Lac",Ms.N.46 6.3 2,"Arnold, Gustav","Beethoven, Ludwig van",018
3511,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern","Mendelssohn Bartholdy, Felix",
3512,,,,,,,"Burg, C.","Jensen, Adolf",
3513,,,,,,,,"Weber, Carl Maria von",
3514,,,,,,,,"Gade, Niels Wilhelm",
3515,,,,,,,,"Franz, Robert",
3516,,,,,,,,"Bogler, Bernhard",
3517,,,,,,,,"Meyerbeer, Giacomo",
3518,pyr_019,425,Concert,18780131,"Luzern, Hôtel du Lac",Ms.N.46 6.3 2,"Arnold, Gustav","Mozart, Wolfgang Amadeus",019
3519,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern","Lindblad, Adolf Fredrik",
3520,,,,,,,"Köhler, Fr.","Kammerländer, Karl",
3521,,,,,,,Hager,"Beethoven, Ludwig van",
3522,,,,,,,Scheibl,"Wilhelmj, August",
3523,,,,,,,"Hartmann, A.","Pressel, Gustav Adolf",
3524,,,,,,,,"Spohr, Louis",
3525,pyr_020,426,Concert,18780206,"Luzern, Hôtel du Lac",Ms.N.46 6.3 2,"Arnold, Gustav","Bennett, William Sterndale",020
3526,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern","Rossini, Gioachino",
