"Roy, A."	"Roy, Alphonse"
"Roussel, A."	"Roussel, Albert"
"Rougnon, P."	"Rougnon, Paul"
"Rouget de l'Isle"	"Rouget de Lisle, Claude-Joseph"
"Rouget de Lisle"	"Rouget de Lisle, Claude-Joseph"
"A. de Roubaix"	"Roubaix, A. de"
"Nathaniel de Rothschild"	"Rothschild, Nathaniel de"
"Baronne Willy de Rotschild"	"Rothschild, Baronne Willy de"
"Rostand, Alexis"	"Rostand, Alexis-Joseph"
"Rossini, G."	"Rossini, Gioachino"
"Rossini, Gioacchino"	"Rossini, Gioachino"
"Rossini, Goiacchino"	"Rossini, Gioachino"
"Michel Angelo Rossi"	"Rossi, Michelangelo"
"Rosetti, Antonio (Rösler, Franz Anton)"	"Rosetti, Antonio"
"Rosenthal, Moritz"	"Rosenthal, Moriz"
"Rosenmuller, J."	"Rosenmüller, Johann"
"Roques, Léon"	"Roques, Léon"
"Joseph Guy Marie Ropartz"	"Ropartz, Joseph Guy"
"Joseph Guy Ropartz"	"Ropartz, Joseph Guy"
"Ropartz, Guy"	"Ropartz, Joseph Guy"
"Van der Roost, J."	"Roost, J. van der"
"Rontgen, Julius"	"Röntgen, Julius"
"Roncalli, Lodovico (Conte)"	"Roncalli, Lodovico"
"Romeux, Charles"	"Romieux, Charles"
"Bernhard Heinrich Romberg"	"Romberg, Bernhard Heinrich"
"Romberg, B."	"Romberg, Bernhard Heinrich"
"Romberg, Bernhard"	"Romberg, Bernhard Heinrich"
"Romagnezy"	"Romagnesi"
"Johann Heinrich Rolle"	"Rolle, Johann Heinrich"
"Rollé, E."	"Rollé, Emile"
"[?], Roode"	"Rohde"
"Roesgen-Champion, Marg."	"Roesgen-Champion, Marguerite"
"Roesgen, Marguerite"	"Roesgen-Champion, Marguerite"
"Rodgers, R."	"Rodgers, Richard"
"Rode, P."	"Rode, Pierre"
"Rode, P.J."	"Rode, Pierre"
"Robandi"	"Robaudi"
"Rivier, J."	"Rivier, Jean"
"Ritz, J."	"Ritz, Jean"
"Ritter, T."	"Ritter, Théodore"
"Ritter, Th."	"Ritter, Théodore"
"Johann Christian Heinrich Rinck"	"Rinck, Johann Christian Heinrich"
"Rinaldi, G."	"Rinaldi, Gaetano"
"Nikolay Andreyevich Rimsky-Korsakov"	"Rimskij-Korsakov, Nikolaj Andreevič"
"Rimski-Korsakov"	"Rimskij-Korsakov, Nikolaj Andreevič"
"Rimsky-Korsakoff"	"Rimskij-Korsakov, Nikolaj Andreevič"
"de Rillé, L."	"Rillé, L. de"
"Laurent de Rillé"	"Rillé, François-Anatole-Laurent de"
"Rico, J."	"Rico, Joseph"
"Karl Friedrich Enoch Richter"	"Richter, Karl Friedrich Enoch"
"Carl Friedrich Richter"	"Richter, Karl Friedrich "
"Ernst Heinrich Leopold Richter"	"Richter, Ernst Heinrich Leopold"
"Ernst Friedrich Eduard Richter"	"Richter, Ernst Friedrich Eduard"
"Ernst Friedrich Richter"	"Richter, Ernst Friedrich"
"Carl Heinrich Richter"	"Richter, Carl Heinrich"
"Ribeyre, Fél."	"Ribeyre, Félix"
"Marie de Ribeaucourt"	"Ribeaucourt, Marie de"
"Ribaupierre, M. de"	"Ribaupierre, Madeleine de"
"Emile de Ribaupierre"	"Ribaupierre, Emile de"
"Baton"	"Rhené-Baton"
"Baton, René"	"Rhené-Baton"
"Baton, Rhené"	"Rhené-Baton"
"Bâton, Rhené"	"Rhené-Baton"
"Rhené"	"Rhené-Baton"
"Rhené Baton"	"Rhené-Baton"
"Rhené-Baton"	"Rhené-Baton"
"Rhené-Bâton"	"Rhené-Baton"
"Eléonore de Rheinhold"	"Rheinhold, Eléonore de"
"Josef Gabriel Rheinberger"	"Rheinberger, Josef Gabriel"
"Rheinberger, J."	"Rheinberger, Josef"
"Rheinberger, Josef Gabriel"	"Rheinberger, Josef"
"Rheinberger, Joseph"	"Rheinberger, Josef"
"Reynaud, L."	"Reynaud, Louis"
"Reymond, H."	"Reymond, Henry"
"Reymond, Henri"	"Reymond, Henry"
"Reymond, Eug."	"Reymond, Eugène"
"Reyer, E."	"Reyer, Ernest"
"Reyer, Ernst"	"Reyer, Ernest"
"Rey, L."	"Rey, Louis"
"Florizel von Reuter"	"Reuter, Florizel von"
"Catharina van Rennes"	"Rennes, Catharina van"
"René, Ch."	"René, Charles"
"Renard, P."	"Renard, Pierre"
"Carl Gottlieb Reissiger"	"Reissiger, Carl Gottlieb"
"Carl Martin Rheinthaler"	"Reinthaler, Carl Martin"
"Reinsdorf, O."	"Reinsdorf, Otto"
"Reinecke, C."	"Reinecke, Carl"
"Reinecke, Carl Heinrich"	"Reinecke, Carl"
"Johann Adam Reicken"	"Reincken, Johann Adam"
"Johann Adam Reincken"	"Reincken, Johann Adam"
"M. A. Reichart"	"Reichart, M. A. "
"Johann Friedrich Reichardt"	"Reichardt, Johann Friedrich"
"Rejcha, Antonín"	"Reicha, Anton"
"Rehberg, Adolph"	"Rehberg, Adolf"
"Rehberg, Adolphe"	"Rehberg, Adolf"
"Reh, V.H."	"Reh, V. H."
"Henri de Régnier"	"Régnier, Henri de"
"Redon, E."	"Redon, Ernest"
"Redon,E."	"Redon, Ernest"
"Reber, Napoléon-Henri"	"Reber, Henri"
"Rebel, Jean-Féry"	"Rebel, Jean Fery"
"Jean Henri Ravina"	"Ravina, Jean Henri"
"Ravina, H."	"Ravina, Henri"
"Ravina, Jean-Henri"	"Ravina, Henri"
"Ravel, M."	"Ravel, Maurice"
"Rautavaara, Eino-Juhani"	"Rautavaara, Einojuhani"
"Rauski, Joseph"	"Rauski, Joseph-François"
"Georg Wilhelm Rauchenecker"	"Rauchenecker, Georg Wilhelm"
"Ranse, M. de"	"Ranse, Marc de"
"Rameau, J. Ph."	"Rameau, Jean-Philippe"
"Rameau, J.-P."	"Rameau, Jean-Philippe"
"Rameau, J.-Ph-"	"Rameau, Jean-Philippe"
"Rameau, J.-Ph."	"Rameau, Jean-Philippe"
"Rameau, Jean-Phlippe"	"Rameau, Jean-Philippe"
"Rameu"	"Rameau"
"Raff, J."	"Raff, Joachim"
"Raff,J."	"Raff, Joachim"
"Nicolas de Radom"	"Radomski, Mikołaj"
"Nicolaus de Radom"	"Radomski, Mikołaj"
"Rachmaninoff"	"Rachmaninov, Sergej Vasil'evič"
"Rachmaninoff, S."	"Rachmaninov, Sergej Vasil'evič"
"Rachmaninoff, Serge"	"Rachmaninov, Sergej Vasil'evič"
"Rachmaninov, S."	"Rachmaninov, Sergej Vasil'evič"
"Rachmaninov, Serge"	"Rachmaninov, Sergej Vasil'evič"
"Rachmaninow, S."	"Rachmaninov, Sergej Vasil'evič"
"Sergej Vasil'evič Rachmaninov"	"Rachmaninov, Sergej Vasil'evič"
"Johann Joachim Quantz"	"Quantz, Johann Joachim"
"Quantz, J."	"Quantz, Johann Joachim"
"Quantz, J. J."	"Quantz, Johann Joachim"
"Peter Lee of Putney"	"Putney, Peter Lee of"
"Purcell, H."	"Purcell, Henry"
"Purcell, D."	"Purcell, Daniel"
"Puget, P."	"Puget, Paul"
"Puget, Loïsa"	"Puget, Louise-Françoise"
"Puget, Louisa"	"Puget, Louise-Françoise"
"Puccini, G."	"Puccini, Giacomo"
"Provesi, L."	"Provesi, Louis"
"Provaznik, Anatol"	"Provazník, Anatol"
"Sergej Sergeevič Prokofʹev"	"Prokofʹev, Sergej Sergeevič"
"Prokofief"	"Prokof'ev, Sergej Sergeevič"
"Prokofieff"	"Prokof'ev, Sergej Sergeevič"
"Prokofieff, S."	"Prokof'ev, Sergej Sergeevič"
"Prokofieff, Serge"	"Prokof'ev, Sergej Sergeevič"
"Prokofieff, Sergej"	"Prokof'ev, Sergej Sergeevič"
"Prokofiev"	"Prokof'ev, Sergej Sergeevič"
"Prokofiev, S."	"Prokof'ev, Sergej Sergeevič"
"Prokofiev, Serge"	"Prokof'ev, Sergej Sergeevič"
"Prokofiev, Sergei"	"Prokof'ev, Sergej Sergeevič"
"Prokofiev, Serguei"	"Prokof'ev, Sergej Sergeevič"
"Prokofjew, Seguei"	"Prokof'ev, Sergej Sergeevič"
"Procházka, Jozef"	"Procházka, Josef"
"Proch, Henri"	"Proch, Heinrich"
"Proch, Henrich"	"Proch, Heinrich"
"Privas, X."	"Privas, Xavier"
"Prevet, A."	"Prévet, Albert"
"Jacques de la Presle"	"Presle, Jacques de la"
"Francesco Balilla Pratella"	"Pratella, Francesco Balilla"
"Praetorius, M."	"Praetorius, Michael"
"Praetorius, Jakob"	"Praetorius, Jacob"
"R. P. Poulin"	"Poulin, R. P. "
"Poulenc, F."	"Poulenc, Francis"
"Poulenc, Fr."	"Poulenc, Francis"
"Marcos António Portugal"	"Portugal, Marcos António"
"Porpora, Nicolo"	"Porpora, Nicola"
"Popper, D."	"Popper, David"
"Poot, M."	"Poot, Marcel"
"Jacques Du Pont"	"Pont, Jacques du"
"Ponchielli, Almicare"	"Ponchielli, Amilcare"
"Manuel Maria Ponce"	"Ponce, Manuel María "
"Manuel María Ponce"	"Ponce, Manuel María "
"Ponce, M."	"Ponce, Manuel"
"Ivan Alexandrovitch Pomazansky"	"Pomazansky, Ivan Alexandrovitch"
"Armande de Polignac"	"Polignac, Armande de"
"Poise, F."	"Poise, Ferdinand"
"Poise, Ferd."	"Poise, Ferdinand"
"Podbertzky, Th."	"Podbertsky, Theodor"
"Podpertsky, Th."	"Podbertsky, Theodor"
"Plumhof, H."	"Plumhof, Henri"
"Plumhoff, H."	"Plumhof, Henri"
"Heinrich Ludwig Christoph Plumhof"	"Plumhof, Heinrich Ludwig Christoph"
"Pleyel, I."	"Pleyel, Ignaz"
"Plé, S."	"Plé, Simone"
"Plé, Simon"	"Plé, Simone"
"Giovanni Benedetto Platti"	"Platti, Giovanni Benedetto"
"Platti, G. B."	"Platti, Giovanni Benedetto"
"Platti, Giovanni"	"Platti, Giovanni Benedetto"
"Johann Peter Pixis"	"Pixis, Johann Peter"
"Piutti, Carl"	"Piutti, Karl"
"Johann Georg Pisendel"	"Pisendel, Johann Georg"
"G. B. Pirani"	"Pirani, G. B. "
"Pinsutti, Ciro"	"Pinsuti, Ciro"
"Pinsutti"	"Pinsuti"
"Pinzuti"	"Pinsuti"
"Pillonel, R."	"Pillonel, Roger"
"Pillonnel, Roger"	"Pillonel, Roger"
"Pillevestre, J."	"Pillevestre, Jules"
"Pileur, G."	"Pileur, George"
"Pileur, Georges"	"Pileur, George"
"Janvier Pietrapertosa fils"	"Pietrapertosa, Janvier (fils)"
"Piétraperposa"	"Pietrapertosa, Janvier"
"Pierne, G."	"Pierné, Gabriel"
"Pierné, G."	"Pierné, Gabriel"
"Pick-Mangiagalli"	"Pick-Mangiagalli, Riccardo"
"Pichoz, E."	"Pichoz, Emile"
"Pichoz, Em"	"Pichoz, Emile"
"Piccini, Niccolò"	"Piccinni, Niccolò"
"Piccini"	"Piccinni"
"Piazzola, Astor"	"Piazzolla, Astor"
"Giovanni Antonio Piani"	"Piani, Giovanni Antonio"
"Domenico da Piacenza"	"Piacenza, Domenico da"
"Philips, Eugène"	"Philips, Eugen"
"Philippus de Caserta (Filippotto)"	"Philippus de Caserta"
"Bach-Philipp"	"Philipp, Isidore"
"Bach-Philippe"	"Philipp, Isidore"
"Bach-Pilipp"	"Philipp, Isidore"
"Philidor, Pierre"	"Philidor, Pierre Danican"
"Philidor, Anne Danican"	"Philidor, Anne"
"Phaleyse, Pierre"	"Phalèse, Pierre"
"Pfeil, Henrich"	"Pfeil, Heinrich"
"Pfeiffer, G."	"Pfeiffer, Georges"
"Johann Christoph Pezel"	"Pezel, Johann Christoph"
"Peyrol, Fernande"	"Peyrot, Fernande"
"Torsten de Pétré"	"Pétré, Torsten de"
"Pestalozzi, Jakob Heinrich"	"Pestalozzi, Heinrich"
"Pessard, E."	"Pessard, Emile"
"Giovanni Battista Pescetti"	"Pescetti, Giovanni Battista"
"Peschetti, G. M."	"Pescetti, G. M. "
"Giacomo Antonio Perti"	"Perti, Giacomo Antonio"
"Pérotin"	"Perotinus"
"Perotin le Grand"	"Perotinus"
"Périlbou"	"Périlhou"
"Giovani Battista Pergolesi"	"Pergolesi, Giovanni Battista"
"Giovanni Battista Pergolesi"	"Pergolesi, Giovanni Battista"
"Pergolèse"	"Pergolesi"
"Perez, David"	"Perez, Davide"
"Johann Christoph Pepusch"	"Pepusch, Johann Christoph"
"Pépin, A."	"Pépin, André"
"Paumann, Konrad"	"Paumann, Conrad"
"Paulus de Roda (de Broda)"	"Paulus de Roda"
"Charles Hubert Hastings Parry"	"Parry, Charles Hubert Hastings"
"Elias Parish Alvars"	"Parish Alvars, Elias"
"Parisch-Alvars, Elias"	"Parish Alvars, Elias"
"Parish-Alvars, Elias"	"Parish Alvars, Elias"
"Parès, Gabriel"	"Parès, Gabriël"
"Paradies, Domenico"	"Paradisi, Pietro Domenico"
"Paradisi, Domenico"	"Paradisi, Pietro Domenico"
"Pietro Domenico Paradisi"	"Paradisi, Pietro Domenico"
"Paradis, H."	"Paradis, Henri"
"Papinii, Guido"	"Papini, Guido"
"Pantillon, G."	"Pantillon, Georges"
"Pantillon, Georges-Louis"	"Pantillon, Georges"
"Palmgen"	"Palmgren"
"Charles A. Palmer"	"Palmer, Charles A. "
"Paliard, L."	"Paliard, Léon"
"Giovanni Pierluigi da Palestrina"	"Palestrina, Giovanni Pierluigi da"
"Paladhile"	"Paladilhe, Emile"
"Paladhile, Emile"	"Paladilhe, Emile"
"Paladilhe"	"Paladilhe, Emile"
"Paladilhe, E."	"Paladilhe, Emile"
"Paladilhe, Emile"	"Paladilhe, Emile"
"Paladille"	"Paladilhe, Emile"
"Paësiello"	"Paisiello"
"Pasiello"	"Paisiello"
"Paimpare"	"Paimparé"
"Pailleron, E."	"Pailleron, Edouard"
"Paillard, L."	"Paillard, Léon"
"Pahnke, W."	"Pahnke, Woldemar"
"Paganini, N."	"Paganini, Nicolò"
"Paganini, Niccolo"	"Paganini, Nicolò"
"Paganini, Niccolò"	"Paganini, Nicolò"
"Paganini, Nicolo"	"Paganini, Nicolò"
"Ignacy Jan Paderewski"	"Paderewski, Ignacy Jan"
"Jan Ignacy Paderewski"	"Paderewski, Ignacy Jan"
"Paderewski, I."	"Paderewski, Ignacy Jan"
"Paderewski, I.-J."	"Paderewski, Ignacy Jan"
"Paccini, Giovanni"	"Pacini, Giovanni"
"Pacini, Emilien"	"Pacini, Émilien"
"Pavel Avgustovič Pabst"	"Pabst, Pavel Avgustovič"
"Mario van Overeem"	"Overeem, Mario van"
"Oulitsky, Léon"	"Oulitzky, Léon"
"Oulitzki"	"Oulitzky"
"Oudshoorn, Ant."	"Oudshoorn, Antoine"
"Oudshoorn, Antoine"	"Oudshoorn, Antoine"
"Oudshorn"	"Oudshoorn, Antoine"
"Felix M. Ostroga"	"Ostroga, Felix M. "
"Ostroga, Felix"	"Ostroga, Félix"
"Ostroga, Felix-M."	"Ostroga, Félix"
"George Alexander Osborne"	"Osborne, George Alexander"
"Ortiz, D."	"Ortiz, Diego"
"d'Orni, Comtesse"	"Orni, d', Comtesse"
"Openski, H."	"Opieński, Henryk"
"Opienski, H."	"Opieński, Henryk"
"Barblan-Opienska, Lydia"	"Opieńska-Barblan, Lydia"
"Onslow, Georges"	"Onslow, George"
"Olsen, Olé"	"Olsen, Ole"
"d'Ollone, Max"	"Ollone, Max d'"
"Olivier, J."	"Olivier, Juste"
"Juan Oliver Astorga"	"Oliver y Astorga, Juan"
"J.Offenbach, Jacques"	"Offenbach, Jacques"
"Obrecht, Jakob"	"Obrecht, Jacob"
"Oberthur, John"	"Oberthür, John"
"Oberthür, Carl"	"Oberthür, Charles"
"Oberthur, Charles"	"Oberthür, Charles"
"Nuitter, Ch."	"Nuitter, Charles"
"Nuittier, Charles"	"Nuitter, Charles"
"Anatolij Grigorʹevič Novikov"	"Novikov, Anatolij Grigor'evič"
"Novak, Vitezslav"	"Novák, Vítězslav"
"Novacek, Ottokar"	"Nováček, Ottokar"
"Nougès, Jean"	"Nouguès, Jean"
"Nossek, Charles"	"Nossek, Karl Vincent"
"Guillaume Gabriel Nivers"	"Nivers, Guillaume-Gabriel"
"Nivers, Guillaume G."	"Nivers, Guillaume-Gabriel"
"Nin, Joachin"	"Nin y Castellanos, Joaquín"
"Nin, Joaquin"	"Nin y Castellanos, Joaquín"
"Nin, Joaquín"	"Nin y Castellanos, Joaquín"
"Nigra, J."	"Nigra, Jacques"
"Niggli, F."	"Niggli, Friedrich"
"Niggli, Fr."	"Niggli, Friedrich"
"Niewadomski, Stanislaw"	"Niewiadomski, Stanisław"
"Niewiadomski, St."	"Niewiadomski, Stanisław"
"Niewiadomski, Stanislaw"	"Niewiadomski, Stanisław"
"St. Niewiadomski"	"Niewiadomski, Stanisław"
"Louis Abraham Niedermeyer"	"Niedermeyer, Louis Abraham"
"Niedermeyer, Louis Abraham"	"Niedermeyer, Louis"
"Choron, Nicou"	"Nicou-Choron"
"Nicolo  "	"Nicolo"
"Nicole, L."	"Nicole, Louis"
"Nicolle, Louis"	"Nicole, Louis"
"Nicolaï, Ph."	"Nicolai, Philipp"
"Nicolaï, Philipp"	"Nicolai, Philipp"
"Nicolaï, Otto"	"Nicolai, Otto"
"Nikolaï, Otto"	"Nicolai, Otto"
"Nicolaï"	"Nicolai"
"Jean Louis Nicodé"	"Nicodé, Jean Louis"
"Horace Wadham Nicholl"	"Nicholl, Horace Wadham"
"Nichelmann, Ch."	"Nichelmann, Christoph"
"Values"	"new"
"Neumann, Edm."	"Neumann, Edmond"
"Neukomm, Sigismund Ritter von"	"Neukomm, Sigismund"
"Neubner, Ottomar"	"Neubner, Ottmar"
"Franz Christoph Neubauer"	"Neubauer, František Kryštof"
"Neswadba, Wenzel"	"Nesvadba, Wenzel"
"Nesvadra"	"Nesvadba"
"Neswadba"	"Nesvadba"
"Newbasda"	"Nesvadba"
"Achille del Nero"	"Nero, Achille del"
"Christian Gottlob Neefe"	"Neefe, Christian Gottlob"
"Thibault de Navarre"	"Navarre, Thibault de"
"Thibaut Ier, Comte de Champagne"	"Navarre, Thibault de"
"Thibaut Ier, Roi de Navarre"	"Navarre, Thibault de"
"Johann Gottlieb Naumann"	"Naumann, Johann Gottlieb"
"Naudot, Jacques Christophe"	"Naudot, Jacques-Christophe"
"Jacques Christophe Naudot"	"Naudot, Jacques Christophe"
"Luis de Narváez"	"Narváez, Luis de "
"Narvaez, Luis de"	"Narváez, Luis de"
"Narvaez, Luys de"	"Narváez, Luis de"
"Camillo de Nardis"	"Nardis, Camillo de"
"Èduard Francevič Napravnik"	"Nápravník, Eduard Francevič"
"Giovanni Maria Nanino"	"Nanino, Giovanni Maria"
"Hans Georg Nägeli"	"Nägeli, Hans Georg"
"Naegeli"	"Nägeli"
"François Joseph Nadermann"	"Naderman, François-Joseph"
"Nadaud, G."	"Nadaud, Gustave"
"Wolfgang Michael Mylius"	"Mylius, Wolfgang Michael"
"William Henry Myddleton"	"Myddleton, William Henry"
"Modest Petrovič Musorgskij"	"Musorgskij, Modest Petrovič"
"Moussorgski"	"Musorgskij, Modest Petrovič"
"Moussorgski, Modest"	"Musorgskij, Modest Petrovič"
"Moussorgsky"	"Musorgskij, Modest Petrovič"
"Moussorgsky, Modest"	"Musorgskij, Modest Petrovič"
"Franz Xaver Anton Murschhauser"	"Murschhauser, Franz Xaver Anton"
"Franz Xaver Murschhauser"	"Murschhauser, Franz Xaver Anton"
"Franz Xaver Muschhauser"	"Murschhauser, Franz Xaver Anton"
"Munziger, Eduard"	"Munzinger, Eduard"
"Munzinger, Edouard"	"Munzinger, Eduard"
"Munziger, Edgar"	"Munzinger, Edgar"
"Munzinger, Edg."	"Munzinger, Edgar"
"Munday, John"	"Mundy, John"
"Ernest de Munck"	"Munck, Ernest de"
"Muller, Ivan"	"Müller, Iwan"
"August Eberhard Müller"	"Müller, August Eberhard"
"Muller, Alb."	"Müller, Albert"
"Muller"	"Müller"
"Mulé"	"Mulè"
"Mudarra, Alonso de"	"Mudarra, Alonso"
"Joseph Gustav Mraczek"	"Mraczek, Joseph Gustav"
"Mozart, W."	"Mozart, Wolfgang Amadeus"
"Mozart, w. A."	"Mozart, Wolfgang Amadeus"
"Mozart, W.-A."	"Mozart, Wolfgang Amadeus"
"Mozart, W.A."	"Mozart, Wolfgang Amadeus"
"Mozart, Wolfgang Amdeus"	"Mozart, Wolfgang Amadeus"
"Wolfgang Amadeus Mozart"	"Mozart, Wolfgang Amadeus"
"Mozart, L."	"Mozart, Leopold"
"Mouton, H."	"Mouton, Hubert"
"Moulinié, Etienne"	"Moulinié, Étienne"
"Moulaert, R."	"Moulaert, Raymond"
"Mougeot, C."	"Mougeot, Clément"
"Mougeot, Cement"	"Mougeot, Clément"
"Mottu, A."	"Mottu, Alexandre"
"José Vianna da Mota"	"Motta, José Vianna da"
"Moskowski, Moritz"	"Moszkowski, Moritz"
"Moszkowski, M."	"Moszkowski, Moritz"
"Moszkowski, Maurice"	"Moszkowski, Moritz"
"Moszkowsky, Moritz"	"Moszkowski, Moritz"
"Moskowski"	"Moszkowski"
"Moszkowsky"	"Moszkowski"
"Mozskowski"	"Moszkowski"
"Aleksandr Vasil'evic Mosolov"	"Mosolov, Aleksandr Vasil'evič"
"Moscheles, J."	"Moscheles, Ignaz"
"Maurice, landgrave de Hesse-Cassel"	"Moritz, Hessen-Kassel, Landgraf"
"Federico Moreno Torroba"	"Moreno Torroba, Federico"
"Morel, X."	"Morel, Xavier"
"Moreau, L."	"Moreau, Léon"
"Luella Lockwood Moore"	"Moore, Luella Lockwood"
"Moór, Emanuel"	"Moór, Emánuel "
"Moor, Emmanuel"	"Moór, Emánuel"
"Moog, J."	"Moog, Jean"
"Amédée de Montrichard"	"Montrichard, Amédée de"
"Monti, V."	"Monti, Vittorio"
"Hugo de Montfort"	"Montfort, Hugo de"
"Monteverde, Caudio"	"Monteverdi, Claudio"
"Michel de Montéclair"	"Montéclair, Michel Pignolet de"
"Michel Pignolet de Montéclair"	"Montéclair, Michel Pignolet de"
"Monteclair, M."	"Montéclair, Michel Pignolet de"
"Philippe de Monte"	"Monte, Philippe de"
"Pierre Alexandre Monsigny"	"Monsigny, Pierre-Alexandre"
"François Louis Hippolyte Monpou"	"Monpou, François Louis Hyppolyte"
"Moniuszko, Stanislaw"	"Moniuszko, Stanisław"
"St. Moniuszko"	"Moniuszko, Stanisław"
"Jean Cassanéa de Mondonville"	"Mondonville, Jean-Joseph Cassanéa de"
"Jean-Joseph Cassanéa de Mondonville"	"Mondonville, Jean-Joseph Cassanéa de"
"Jean-Joseph de Mondonville"	"Mondonville, Jean-Joseph Cassanéa de"
"C. C. Mondonville le jeune"	"Mondonville, Jean Cassanéa de"
"C.-C. Mondonville le jeune"	"Mondonville, Jean Cassanéa de"
"Mondoville"	"Mondonville"
"François-Augustin de Paradis de Moncrif"	"Moncrif, François-Augustin Paradis de"
"Hermann Mönch von Salzburg"	"Mönch, von Salzburg"
"Jesus de Monasterio"	"Monasterio, Jesus de"
"Molique, Berhard"	"Molique, Bernhard"
"Mohring, F."	"Möhring, Ferdinand"
"Missa, Ed."	"Missa, Edmond"
"Mirline, B."	"Mirlin, Bernard"
"Mirande, H."	"Mirande, Hippolyte"
"Mirande, Hippol."	"Mirande, Hippolyte"
"Mihaud, D."	"Milhaud, Darius"
"Milhaud, D."	"Milhaud, Darius"
"Milhaud, Marius"	"Milhaud, Darius"
"Lilandre, Louis-Toussaint"	"Milandre, Louis-Toussaint"
"Luis de Milán"	"Milán, Luis de"
"Milan, Luis"	"Milán, Luis"
"Michiels, G."	"Michiels, Gustave"
"Micchi dell'Arpa, Orazio"	"Michi dell'Arpa, Orazio"
"Michel, J.-F."	"Michel, Jean-François"
"Miche, P."	"Miche, Paul"
"Miche, Paul Gustave"	"Miche, Paul"
"Michaelis, Théodor"	"Michaelis, Theodor"
"Michaelis, Théodore"	"Michaelis, Theodor"
"Michaëlis"	"Michaelis"
"Meylan, A."	"Meylan, Alphonse"
"Léopold de Meyer"	"Meyer, Leopold von"
"Metru, Nicolas"	"Métru, Nicolas"
"Métra, Jules-Louis-Olivier ."	"Métra, Jules-Louis-Olivier"
"Métra, O."	"Métra, Jules-Louis-Olivier"
"Métra, Olivier"	"Métra, Jules-Louis-Olivier"
"Metra"	"Métra"
"Nikolaï Karlovitch Medtner"	"Metner, Nikolaj Karlovič"
"Nikolaj Karlovič Metner"	"Metner, Nikolaj Karlovič"
"Messaien, Olivier"	"Messiaen, Olivier"
"Messiaen"	"Messiaen, Olivier"
"Messiaen, O."	"Messiaen, Olivier"
"Nicholas de Merques"	"Merques, Nicolas de"
"Adolf Gustav Merkel"	"Merkel, Gustav Adolf"
"Gustav Adolf Merkel"	"Merkel, Gustav Adolf"
"Mérina, Maria"	"Merina, Maria"
"Mérina, Marie"	"Merina, Maria"
"Giuseppe Saverio Raffaele Mercadante"	"Mercandante, Giuseppe Saverio Raffaele"
"Arnold Ludwig Mendelssohn"	"Mendelssohn, Arnold Ludwig"
"Felix Mendelssohn Bartholdy"	"Mendelssohn Bartholdy, Felix"
"Felix Mendelssohn Batholdy"	"Mendelssohn Bartholdy, Felix"
"Mendelssoh, F."	"Mendelssohn Bartholdy, Felix"
"Mendelssohn, F."	"Mendelssohn Bartholdy, Felix"
"Mendelssohn, Felix"	"Mendelssohn Bartholdy, Felix"
"Mendelssohn, Félix"	"Mendelssohn Bartholdy, Felix"
"Medelssohn"	"Mendelssohn"
"Membrée, de"	"Membrée"
"Henrick Melcher Melchers"	"Melchers Melcher, Henrik"
"Meinardus, Ludwig"	"Meinardus, Ludwig Siegfried"
"Etienne Nicolas Méhul"	"Méhul, Etienne-Nicolas"
"Mc Hugh"	"McHugh"
"Giovanni Battista Mazzaferrata"	"Mazzaferrata, Giovanni Battista"
"Mazzacurati, Bendetto"	"Mazzacurati, Benedetto"
"Johann Simon Mayr"	"Mayr, Johann Simon"
"Johannes Simon Mayr"	"Mayr, Johann Simon"
"Mayor, Ch."	"Mayor, Charles"
"Ludwig Wilhelm Maurer"	"Maurer, Ludwig Wilhelm"
"Louis de Maupeou"	"Maupeou, Louis de"
"Matter, H. L."	"Matter, Henri-Louis"
"Mattei, T."	"Mattei, Tito"
"Matteï"	"Mattei"
"Giovanni Antonio Matielli"	"Matielli, Giovanni Antonio"
"Mathieu, J."	"Mathieu, Jules"
"Massé, V."	"Massé, Victor"
"Daniel Gregory Mason"	"Mason, Daniel Gregory"
"Nikolaj Âkovlevič Mâskovskij"	"Mâskovskij, Nikolaj Âkovlevič"
"Mascagni"	"Mascagni, Pietro"
"Marty, G."	"Marty, Georges"
"Marty, Georges-Eugène"	"Marty, Georges"
"Martinu"	"Martinů, Bohuslav"
"Martinù"	"Martinů, Bohuslav"
"Martinu, B."	"Martinů, Bohuslav"
"Martinú, B."	"Martinů, Bohuslav"
"Martinu, Bohuslav"	"Martinů, Bohuslav"
"Martinu, J."	"Martinon, Jean"
"Martini, Jean-Paul-Gilles"	"Martini, Johann Paul Aegidius"
"Giovanni Battista Martini"	"Martini, Giovanni Battista"
"M.-A. Martinez de F."	"Martinez de Ferrari, M.-A."
"M.-A. Martinez de Ferrari"	"Martinez de Ferrari, M.-A."
"Martin, R. Ch."	"Martin, Robert-Charles"
"Martin, F."	"Martin, Frank"
"martin, F."	"Martin, Frank"
"Martin, Franck"	"Martin, Frank"
"Martin, Frenk"	"Martin, Frank"
"Marsick, Martinn"	"Marsick, Martin"
" Heinrich August Marschner"	"Marschner, Heinrich August"
"Marschner"	"Marschner, Heinrich August"
"Marschner, Heinrich"	"Marschner, Heinrich August"
"Friedrich Wilhelm Marpurg"	"Marpurg, Friedrich Wilhelm"
"Marmontel, Antoine"	"Marmontel, Antoine"
"Marmontel, Antonin"	"Marmontel, Antoine"
