"BMU VH1 F002696"	"bmu_vh1_f002696"	"1928-1929"	"1929.05.05"	"3 p. : ill. ; 24 cm"	"Genève, Victoria Hall"	"L'Orchestre des concerts Lamoureux de Paris"	"Chausson, Ernest {RISM:30087317} ; Bach, Johann Sebastian {RISM:2539} ; Debussy, Claude {RISM:4338} ; Roussel ; Mozart, Wolfgang Amadeus {RISM:115324} ; Schmitt, Fl. "	"Wolff, Albert  ; Orchestre Lamoureux ; Lang, François; Berriau, Simone"		"Wolff, A. (dir) ; "
"BMU VH1 F001034"	"bmu_vh1_f001034"	"1906-1907"	"1907.03.25"	"1 p. ; 42 cm"	"Genève, Victoria Hall"	"Dernier concert donné par l'Orchestre symphonique de Lausanne, avec le concours de Monsieur Eugène Ysaye"	"Bach, Johann Sebastian {RISM:2539} ; Schubert, Franz {RISM:111603} ; Lalo, Edouard {RISM:65446} ; Berlioz, Hector {RISM:13803}"	"Birnbaum  ; Orchestre symphonique de Lausanne ; Ysaÿe, Eugène {RISM:30098493}"		"Ysaye, E. ; Birnbaum (dir) ; "
"BMU DG3-2 F000708"	"bmu_dg3_2_f000708"	"1867-1868"	"1868.08.06"	"1 p. ; 31 cm"	"Genève, Cathédrale de Saint-Pierre"	"Grand concert sacré donné par l'Orchestre Gung'l"	"Mendelssohn Bartholdy, Felix {RISM:88790} ; Nicolai, Otto {RISM:100329} ; Bach, Carl Philipp Emanuel {RISM:2561} ; Mendelssohn Bartholdy, Felix {RISM:88790} ; Beethoven, Ludwig van {RISM:11035}"	"Orchestre Gung'l"		
"BMU DG3-3 F000711"	"bmu_dg3_3_f000711"	"1868-1869"	"1868.10.17"	"1 p. ; 28 cm"	"Genève, Conservatoire"	"Concert vocal et instrumental donné par Mlles Hélène et Marie Jaraczewska"	"Mendelssohn Bartholdy, Felix {RISM:88790} ; Battanchon, Félix ; Rossini, Gioachino {RISM:63766} ; Thalberg, Sigismund {RISM:130650} ; Auber, Daniel-François-Esprit {RISM:38000} ; Reber ; Verdi, Giuseppe {RISM:137994} ; Pawer "	"Jaraczewska, Hélène ; Jaraczewska, Marie ; Battanchon, Félix ; Huber "	"Concert vocal et instrumental"	
"BMU DG3-3 F000712"	"bmu_dg3_3_f000712"	"1868-1869"	"1868.10.24"	"1 p. ; 28 cm"	"Genève, Conservatoire"	"Grand concert donné par Mlles Hélène et Marie Jaraczewska : Au bénéfice des inondés de la Suisse orientale"	"Haydn, Joseph {RISM:55803} ; Mozart, Wolfgang Amadeus {RISM:115324} ; Liszt, Franz {RISM:107196} ; Maillard ; Battanchon, Félix ; Wekerlin ; Thalberg, Sigismund {RISM:130650} ; Venzano, Luigi {RISM:30096861} ;  Auber, Daniel-François-Esprit {RISM:38000} "	"Jaraczewska, Hélène ; Jaraczewska, Marie ; Battanchon, Félix ; Huber ; Garin "		
"BMU DG4 F000632"	"bmu_dg4_f000632"	"1868-1869"	"1868.10.25"	"1 p. ; 32 cm"	"Genève, Bâtiment électoral"	"Grand concert populaire donné par les sections fédérales genevoises instrumentales et chorales, l'Union instrumentale genevoise, la Société chorale, le Liederkranz, la Cécilienne et la Lyre : Au profit des inondés de la Suisse"	"Büsch ; Niedermeyer, Louis Abraham {RISM:100774} ; Schubert, Franz {RISM:111603} ; Gounod, Charles-François {RISM:80479} ; Meyerbeer, Giacomo {RISM:725} ; Limnander ; Méhul, Etienne-Nicolas {RISM:101056} ; Halévy, Fromental {RISM:40914} ; Bouë"	"Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Société chorale ; Liederkranz ;  Cécilienne ; La Lyre"	"Concert populaire"	
"BMU DG4 F000634"	"bmu_dg4_f000634"	"1868-1869"	"1868.12.06"	"1 p. ; 30 cm"	"Genève, Grande salle de la fabrique"	"Soirée familière littéraire et musicale donnée par la Société la Concorde : Au bénéfice des pauvres de Carouge"	"Moineaux, J. ; Halévy, Fromental {RISM:40914} ; Kock, Paul de ; Singelée ; X. ; Favarger ; D'Harleville ; Scribe, Eugène {RISM:146354}"	"Société la Concorde; R. ; A. F. "		
"BMU DG4 F000639"	"bmu_dg4_f000639"	"1869-1870"	"1869.12.26"	"1 p. ; 21 cm"	"Genève"	"Arbre de Noël : soirée musicale et littéraire"	"Schulhoff ; Flotow ; Rossini, Gioachino {RISM:63766}  ; Concone ; Donizetti, Gaetano {RISM:18064} ; Aschez ; Halévy "	"Société Helvétique ; Pallet, L. ; H.B. ; A. S. ; Rey ; C. B. ; J. A. ; Bechaut ; L. P. ; Mercier ; M. F. ; Le Chevallier ; J. F. ; Reymond ; Rose ; M. M."		
"BMU DG4 F000640"	"bmu_dg4_f000640"	"1869-1870"	"1870.03.12"	"1 p. ; 29 cm"	"Genève"	"Soirée musicale et littéraire pour dames"	"Bovy-Lysberg ; Gaudy Le Fort ; Donizetti, Gaetano {RISM:18064} ; Battanchon, F. ; Molière {RISM:119611}"	"Pallet (Mlle) ; Kaufmann, J. ; Rey ; Bécherat ; Battanchon, F. ; Bovet, O. ; Eminet ; Pfyffer"		
"BMU DG4 F000641"	"bmu_dg4_f000641"	"1869-1870"	"1870.07.27"	"1 p. ; 22 cm"	"Genève, Salons de la Métropole"	"Soirée musicale donnée par Mlle Julie de Wocher"	"Beethoven, Ludwig van {RISM:11035} ; Litolff ; Mendelssohn Bartholdy, Felix {RISM:88790} ; Ascher, Joseph {RISM:30008229} ; Gutmann, Prudent ; Coullack ; Poll da Silva ; Battanchon"	"Wocher, Julie de ; Battanchon"		
"BMU DG4 F005580"	"bmu_dg4_f005580"	"1874-1875"	"1870.12.04"	"1 p. ; 28 cm"	"Genève, Stand de Carouge"	"Grand concert donné par les sociétés chorales et la société instrumentale de Carouge"	"Schultz ; Miramont ; Thomas, A. ; Rossini, Gioachino {RISM:63766} ; Donizetti, Gaetano {RISM:18064} ; Monestier ; Eichberg ; Bordese, Luigi {RISM:30016504} ; Rayer ; Moog ; Weber, Carl Maria von {RISM:117485}"	"Société Instrumentale de Carouge ; Echo de l'Arve ; Sängerbund ; Persin ; Roch ; E. B. (Mlle) ; Lisbeth ; Cordier ; Lanz"		
"BMU DG4 F000646"	"bmu_dg4_f000646"	"1870-1871"	"1871.07.02"	"1 p. ; 29 cm"	"Genève, Bâtiment électoral"	"Séance populaire musicale et littéraire donnée par M. Dumaine"	"Rossini, Gioachino {RISM:63766} ; Halévy, Fromental {RISM:40914} ; Bordèse ; Verdi, Giuseppe {RISM:137994} ; Rouget de l'Isle ; Shakespeare, William {RISM:381951} ; Molière {RISM:119611} ; Hugo, V. ; Jurgensen, J.-F. ; Mermet ; Darcier ; L'huillier, Edmond {RISM:30005883}"	"Dumaine ; Zoé-Gilbert (Mme) ; Belliard (Mme) ; Courtois ; Guillemot ; Belliard ; Vallière ; Bernard, J.-F. "		
"BMU DG3-3 F000715"	"bmu_dg3_3_f000715"	"1871-1872"	"1871.10.07"	"1 p. ; 22 cm"	"Genève, Conservatoire"	"Concert donné par M. Valéry Hussonmorel"	"Haydn, Joseph {RISM:55803} ; Servais, Adrien-François {RISM:147751} ; Martini ; Thalberg, Sigismund {RISM:130650} ; Jaell ; Schumann, Robert {RISM:131206} ; Taubert ; Kling, Henri {RISM:30022454} ; Rossini, Gioachino {RISM:63766} ; Battanchon ; Batta, Alex"	"Hussonmorel, Valery ; Bosson (Mlle)  ; Jaëll, Alfred {RISM:106677} ; Kling, Henri {RISM:30022454} ; Lefebvre ; Garin ; Mack ; Mennk-Lévy ; Schuncke ; Senger, Franz Ludwig Hugo von {RISM:30015297} "		
"BMU DG4 F000648"	"bmu_dg4_f000648"	"1871-1872"	"1871.11.25"	"1 p. ; 22 cm"	"Genève, Casino de Saint-Pierre"	"Séance de musique de chambre donnée par M. Louis Reymond"	"Mendelssohn Bartholdy, Felix {RISM:88790} ; Schumann, Robert {RISM:131206} ; Reinecke, Carl {RISM:42007} ; Mozart, Wolfgang Amadeus {RISM:115324}"	"Reymond, Louis ; Werner, A. ; Garin ; Vercellesi ; Schnucke"		
"BMU DG4 F000649"	"bmu_dg4_f000649"	"1871-1872"	"1871.12.06 ; 1872.01.10"	"3 p. ; 22 cm"	"Genève, Casino de Saint-Pierre"	"Trois auditions historiques de musique vocale et instrumentale données par Monsieur et Madame C. Nossek"	"Tartini ; Nichelmann, Ch. ; Gluck, Christoph Willibald {RISM:67338} ; Rossi, Michelangelo {RISM:30006720} ; Bach, Johann Sebastian {RISM:2539} ; Turrini, Ferdinando Gasparo {RISM:30004897} ; Paradisi, Pietro Domenico {RISM:30004882} ; Nardini, Pietro {RISM:89002} ; Bach, Jean-Ernest ; Graun ; Corelli, Arcangelo {RISM:30000734} ; Rameau, Jean-Philippe {RISM:169730} ; Benda ; Pergolèse ; Bach, Johann Sebastian {RISM:2539} ; Spohr, Louis {RISM:149499} ; Rousseau, Jean-Jacques {RISM:67075} ; Mozart, Wolfgang Amadeus {RISM:115324} ; Schubert, Franz {RISM:111603} ; Lotti, A. ; Rust, W. ; Couperin, François {RISM:30000757} ; Händel, Georg Friedrich {RISM:36552} ; Beethoven, Ludwig van {RISM:11035} ; Leclair ; Paganini, Nicolò {RISM:1603} ; Schumann, Robert {RISM:131206}"	"Nossek, C. ; Nossek (Mme) ; Huber, Jules ; Ruthardt, Adolphe ; Senger, Franz Ludwig Hugo von {RISM:30015297} ; "		
"BMU DG3-3 F000718"	"bmu_dg3_3_f000718"	"1871-1872"	"1872.02.28"	"1 p. ; 28 cm"	"Genève, Conservatoire"	"Concert donné par M.et Mme Landi"	"Rossini, Gioachino {RISM:63766} ; Mendelssohn Bartholdy, Felix {RISM:88790} ; Schira ; Bériot, Charles-Auguste de {RISM:13658} ; Donizetti, Gaetano {RISM:18064} ; Liszt, Franz {RISM:107196} ; Braga, Gaetano {RISM:30016691} ; Jaëll "	"Landi (Mme) ; Landi ; L*** (Mlle) ; G*** ; Jaëll (Mme) ; Jaëll ; Tapponnier"		
"BMU DG4 F007794"	"bmu_dg4_f007794"	"1871-1872"	"1872.08.25"	"21 p. ; 26 cm"	"Genève"	"Grand concours national et international des sociétés chorales et instrumentales"		"Sociétés Chorales et Instrumentales"		
"BMU DG4 F001302"	"bmu_dg4_f001302"	"1872-1873"	"1873.02.15"	"1 p. ; 29 cm"	"Genève, Casino de Saint-Pierre"	"Soirée littéraire et dramatique"	"Manuel, E. ; Ponsard ; Lamartine, Alphonse de {RISM:65766} ; Hugo, Victor {RISM:106306} ; Musset, Alfred de "	"Derville ; Hary, d' ; Ricquier, Florentine ; Mélingue (Mme) ; Raoul ; André "		
"BMU DG4 F001303"	"bmu_dg4_f001303"	"1872-1873"	"1873.02.19"	"1 p. ; 21 cm"	"Genève, Casino de Saint-Pierre"	"Soirée littéraire et musicale donnée par les étudiants de la Société de Belles-Lettres"	"A. V. ; Murger ; Revillon, M. ; Hugo, Victor {RISM:106306} ; Adam ; Pleyel ; Grisar ; Fournier ; Meyer"	"Société des Belles-Lettres ; Revillon, M. ; E. B. ; E. R. ; M. D. ; A. D. ; H. D. ; J. T. ; G. D. ; C. ; E. B. ; L. T. ; J. D. M. ; H. J. ; E. V. "		
"BMU DG4 F001305"	"bmu_dg4_f001305"	"1872-1873"	"1873.03.16"	"1 p. ; 28 cm"	"Genève, Stand de Carouge"	"Soirée littéraire et musicale donnée par les étudiants de la Société des Belles-Lettres : Au bénéfice des pauvres de la Ville de Carouge"	"Murger ; Gounod, Charles-François {RISM:80479} ; Romberg ; Adam ; Hugo, Victor {RISM:106306} ; Fournier ; Meyer"	"Société des Belles-Lettres ; Revillon ; Jadis ; Octave ; Jacqueline ; E. B. ; E.-R. ; D. M. ; L. T. ; A. G. ; A.-D. ; F. R. "		
"BMU DG4 F001306"	"bmu_dg4_f001306"	"1872-1873"	"1873.03.19"	"1 p. ; 27 cm"	"Genève, Casino de Saint-Pierre"	"Soirée littéraire et musicale donnée par la Stella"	"Ravina ; Lesage ; Hugo, Victor {RISM:106306} ; Bériot ; Labiche ; Martin "	"Stella ; A. W. ; J. S. ; H. G. ; W. O. ; C. K. ; E. B. ; L. G. ; F. B. ; E. H. ; A. G. ; F. H. ; C. B. ; W. F. "		
"BMU DG4 F001307"	"bmu_dg4_f001307"	"1872-1873"	"1873.06.16"	"1 p. ; 29 cm"	"Genève, Jardin anglais"	"Concert Orchestre de Beau-Rivage, illumination et feux d'artifice"	"Flotow, Friedrich von {RISM:63626} ; Verdi, Giuseppe {RISM:137994} ; Strauß, Johann {RISM:132082} ; Rossini, Gioachino {RISM:63766} ; Gounod, Charles-François {RISM:80479} ; Thomas ; Conradi, August {RISM:66078}"	"Orchestre Beau-Rivage"		
"BMU DG3-2 F000684"	"bmu_dg3_2_f000684"	"1872-1873"	"1873.09.02"	"1 p. ; 29 cm"	"Genève, Cathédrale de Saint-Pierre"	"Grand concert populaire donné par M. Haering"	"Tôpfer, J. G. ; Spohr ; Rossini, Gioachino {RISM:63766} ; Händel, Georg Friedrich {RISM:36552} ; Chopin, Fryderyk Franciszek {RISM:51160} ; Schumann, Robert {RISM:131206} ; Vieuxtemps ; Haydn, Joseph {RISM:55803} ; Papini, Guido ; Wagner, Richard {RISM:111172}"	"Haering ; Figleff (Mme) ; Papini, Guido "	"Concert populaire"	
"BMU DG4 F000653"	"bmu_dg4_f000653"	"1872-1873"	"1873.11.13"	"1 p. ; 22 cm"	"Genève, Hôtel de la Métropole"	"Soirée musicale donnée par Henry Logé"	"Bach, Johann Sebastian {RISM:2539} ; Mendelssohn Bartholdy, Felix {RISM:88790} ; Chopin, Fryderyk Franciszek {RISM:51160} ; Dupont ; Liszt, Franz {RISM:107196}"	"Logé, Henry "		
"BMU DG3-3 F000720"	"bmu_dg3_3_f000720"	"1873-1874"	"1874.06.30"	"1 p. ; 28 cm"	"Genève, Conservatoire"	"Distribution des prix"	"Ricci, Luigi {RISM:30005542} ; Riess ; Meyerbeer, Giacomo {RISM:725} ; Verdi, Giuseppe {RISM:137994} ; Léonard ; Mendelssohn Bartholdy, Felix {RISM:88790} ; Rossini, Gioachino {RISM:63766} "			
"BMU DG3-3 F000721"	"bmu_dg3_3_f000721"	"1874-1875"	"1874.10.28"	"1 p. ; 29 cm"	"Genève, Conservatoire"	"Concert donné par Madame Alessandrina de Menscikoff"	"Beethoven, Ludwig van {RISM:11035} ; Glinka, Michail Ivanovič {RISM:479437} ; Verdi, Giuseppe {RISM:137994} ; Gounod, Charles-François {RISM:80479} ; Haydn, Joseph {RISM:55803} ; Mozart, Wolfgang Amadeus {RISM:115324} ; Brahms, Johannes {RISM:39914} ; Monuchko ; Aljab'ev, Aleksandr Aleksandrovič {RISM:30016263} ; "	"Menscikoff, Alessandrina de ; Malignon (Mme) ; Prokesch ; Huber ; Malignon"		
"BMU DG4 F001315"	"bmu_dg4_f001315"	"1874-1875"	"1874.12.05"	"1 p. ; 23 cm"	"Genève, Théâtre du Rond-Point"	"Soirée littéraire et dansante"	"Labiche, Eugène {RISM:20002219} ; Delacour, Alfred Charlemagne Lartigue {RISM:30039668} ; Clairville"	"Charles ; Isaac ; Francis ; John ; Price ; Amélie ; Antoinette ; Jules ; Charly "		
"BMU DG4 F001318"	"bmu_dg4_f001318"	"1874-1875"	"1875.02.28"	"1 p. ; 27 cm"	"Genève, Salle du Bal communal de Carouge"	"Soirée donnée par la Société l'Espérance"		"La société l' Espérance ; F. V. ; A. J. ; C. P. ; L. J. "		
"BMU DG3-3 F000724"	"bmu_dg3_3_f000724"	"1874-1875"	"1875.03.18"	"1 p. ; 27 cm"	"Genève, Conservatoire"	"Soirée musicale et littéraire donnée par la société genevoise de l'école Galin-Paris-Chevé"	"Verdi, Giuseppe {RISM:137994} ; Bordese, Luigi {RISM:30016504} ; Bovy-Lysberg, Charles-Samuel {RISM:30021919} ;  Ketterer ; Ruegger, H ; Déléamont, D. "	"Société genevoise de l'école Galin-Paris-Chevé"		
"BMU DG4 F001319"	"bmu_dg4_f001319"	"1874-1875"	"1875.04.08"	"1 p. ; 28 cm"	"Genève, Salons Schiess, place des Alpes"	"Soirée musicale et littéraire donnée par la Société du Progrès : Au profit de la crèche de Saint-Gervais"	"Nuitter, Ch. ; Derley, J. ; Rossini, Gioachino {RISM:63766} ; Bousquet ; Ponsard ; Bordese, Luigi {RISM:30016504}"	"Société du Progrès ; H. D. ; G. B. ; C. G. ; L. R. ; J. R. ; A. R. ; L. D. ; J. F. ; P. D. "		
"BMU VG2-1 F000900"	"bmu_vg2_1_f000900"	"1874-1875"	"1875.08.28"	"1 p. ; 23 cm"	"Genève, Ile J.-J. Rousseau"	"Concert d'été"	"Rossini, Gioachino {RISM:63766} ; Wagner, Richard {RISM:111172} ; Strauß, Johann {RISM:132082} ; Bizet, Georges {RISM:20057} ; Bennett, William Sterndale {RISM:12297} ; Schubert, Franz {RISM:111603}"	"Orchestre de la Ville de Genève"		
"BMU DG4 F005579"	"bmu_dg4_f005579"	"1875-1876"	"1875.09.12"	"1 p. ; 21 cm"	"Genève, Salle du bal communal"	"Soirée familière (musicale, littéraire et dansante) donnée par la Société mixte Galin-Paris-Chevé de Carouge"	"Bourgeois ; Labiche, Eugène {RISM:20002219}"	"Société Galin-Paris-Chevé"		
"BMU DG4 F001329"	"bmu_dg4_f001329"	"1875-1876"	"1875.11.06"	"1 p. ; 23 cm"	"Genève, Théâtre du Rond-Point"	"Soirée littéraire et dansante"	"Scribe, Eugène {RISM:146354} ; Bayard, Jean François Alfred {RISM:177864} ; Lemoine, G."	"Frédéric ; Antoinette (Mlle) ; Isaac ; Charles ; Price ; Constantin ; Amélie (Mlle) ; Aristide"		
"BMU DG4 F001330"	"bmu_dg4_f001330"	"1875-1876"	"1875.11.13"	"1 p. ; 23 cm"	"Genève, Théâtre du Rond-Point"	"Soiée littéraire et dansante"	"Scribe, Eugène {RISM:146354} ; Bayard, Jean François Alfred {RISM:177864} ; Lemoine, G."	"Frédéric ; Antoinette (Mlle) ; Isaac ; Charles ; Price ; Constantin ; Amélie (Mlle) ; Aristide"		
"BMU DG3-1 F000675"	"bmu_dg3_1_f000675"	"1875-1876"	"1875.11.15"	"1 p. ; 29 cm"	"Genève, Salle de la Réformation"	"Dernier concert donné par Mademoiselle Anna de Belocca"	"Pergolesi, Giovanni Battista {RISM:30002483} ; Cherubini, Luigi {RISM:50253} ; Rossini, Gioachino {RISM:63766} ; Meyerbeer, Giacomo ; Mozart, Wolfgang Amadeus ; Händel, Georg Friedrich ; Halévy, Fromental ; Verdi, Giuseppe ; Beethoven, Ludwig van ; Cimarosa, Domenico"	"De Belocca, Anna ; Villanova ; Petit ; Strakosch"		
"BMU DG4 F001331"	"bmu_dg4_f001331"	"1875-1876"	"1875.11.20"	"1 p. ; 28 cm"	"Genève, Salle des amis de l'Instruction"	"Soirée de [messieurs]"	"Auber, Daniel-François-Esprit {RISM:38000} ; Maillart, Aimé {RISM:40205710} ; Flotow, Friedrich von {RISM:63626} ; Méhul, Etienne-Nicolas {RISM:101056} ; Gresset, Jean-Baptiste-Louis {RISM:30011985} ; Métra, Jules-Louis-Olivier {RISM:30022610} ; Boieldieu, Adrien {RISM:23607} ; Bériot, Charles-Auguste de {RISM:13658} ; Lhuillier, Edmond {RISM:30005883} ; Laurencin ; Meyer"	"Martin ; Gros "		
"BMU DG4 F001332"	"bmu_dg4_f001332"	"1875-1876"	"1875.11.28"	"1 p. ; 32 cm"	"Genève, Salons Schiess, place des Alpes"	"Soirée musicale, littéraire et dansante donnée par la Société la Renaissance"	"Hugo, Victor {RISM:106306} ; Herz, Henri {RISM:30005973} ; Marc-Michel ; Fontaine ; Peupin"	"Société La Renaissance ; L. R. ; C. B. ; L. B. ; L. W. ; F. M. ; M. F. "		
"BMU DG4 F001338"	"bmu_dg4_f001338"	"1875-1876"	"1876.04.05"	"1 p. ; 30 cm"	"Genève, Salle de l'Athénée"	"Soirée musicale donnée par M. Adolphe Ruthardt"	"Raff, Joachim {RISM:32686} ; Hummel, Johann Nepomuk {RISM:107007} ; Mendelssohn Bartholdy, Felix {RISM:88790} ; Schumann, Robert {RISM:131206} ; Adler, Vincent {RISM:30006258} ; Beethoven, Ludwig van {RISM:11035} ; Bazzini ; Ruthardt, Adolf {RISM:176068} ; Gounod, Charles-François {RISM:80479} ; Chopin, Fryderyk Franciszek {RISM:51160} "	"Ruthardt, Adolf {RISM:176068} ; Bartkowska (Mlle) ; Sternberg"		
"BMU DG3-3 F000722"	"bmu_dg3_3_f000722"	"1875-1876"	"1876.04.19"	"1 p. ; 29 cm"	"Genève, Conservatoire"	"Concert donné par M. J. Schiffmacher"	"Haberbier, Ernst {RISM:30097997} ; Ciardi, Ceasare ; Gottschalk ; David, F. ; Reber ; Chopin, Fryderyk Franciszek {RISM:51160} ; Mendelssohn Bartholdy, Felix {RISM:88790} ; Händel, Georg Friedrich {RISM:36552} ; Schubert, Franz {RISM:111603} ; Beethoven, Ludwig van {RISM:11035} ; Mendelssohn Bartholdy, Felix {RISM:88790} ; Schira ; Bériot, Charles-Auguste de {RISM:13658} ; Schiffmacher "	"Schiffmacher, J. ; Malignon (Mme) ; Kling ; Huber ; Battaglia"		
"BMU DG4 F001341"	"bmu_dg4_f001341"	"1875-1876"	"1876.09.17"	"1 p. ; 22 cm"	"Genève, Chapelle de Versoix"	"Concert vocal et instrumental pour l'achat d'un orgue"	"X. ; Abadie, L. ; Schubert, Franz {RISM:111603} ; Bach, Carl Philipp Emanuel {RISM:2561} ; Händel, Georg Friedrich {RISM:36552} ; Hummel, Johann Nepomuk {RISM:107007} "	"Sillem (Mlle) ; Malignon (Mme) ; M.B. ; M. C. "		
"BMU DG4 F001342"	"bmu_dg4_f001342"	"1876-1877"	"1876.10.11"	"1 p. ; 31 cm"	"Genève, Bâtiment électoral"	"Concert populaire donné par l'Orchestre de la Ville de Genève"	"Mendelssohn Bartholdy, Felix {RISM:88790} ; Beethoven, Ludwig van {RISM:11035} ; Meyerbeer, Giacomo {RISM:725} ; Kontski ; Rossini, Gioachino {RISM:63766}"	"Orchestre de la Ville de Genève ; Kontski ; Pichoz, E."	"Concert populaire"	
"BMU DG4 F001283"	"bmu_dg4_f001283"	"1878-1879"	"1879.05.13"	"1 p. : ill. ; 44 cm"	"Genève, Salle des amis de l'Instruction"	"Grande séance du progrès artistique, récréative, scientifique et fashionable donné par le commandeur Cazeneuve"		"Cazeneuve"		
"BMU DG3-3 F000726"	"bmu_dg3_3_f000726"	"1878-1879"	"1879.05.30"	"2 p. ; 32 cm"	"Genève, Conservatoire"	"Grand concert donné par M. Léopold Ketten"	"Paladille ; Faure, Jean-Baptiste {RISM:30005386} ; Sivori, Ernesto Camillo {RISM:142843} ; Paganini, Nicolò {RISM:1603} ; Gounod, Charles-François {RISM:80479} ; Händel, Georg Friedrich {RISM:36552} ; Ribiollet ; Ketten, Léopold ; Clapisson, Antoine-Louis {RISM:30016703} ; Meyerbeer, Giacomo {RISM:725}"	"Ketten, Léopold ; Sivori, Ernesto Camillo {RISM:142843} ; M. M. (Mlle) ; L. "		
"BMU DG3-1 F000680"	"bmu_dg3_1_f000680"	"1878-1879"	"1879.06.07"	"2 p. ; 32 cm"	"Genève, Salle de la Réformation"	"Dernier grand concert donné par C. Sivori et Léopold Ketten"	"Auber, Daniel-François-Esprit {RISM:38000} ; Prume, François-Hubert {RISM:30859} ; Meyerbeer, Giacomo {RISM:725} ; Mozart, Wolfgang Amadeus ; Sivori, Ernesto Camillo ; Niedermeyer, Louis Abraham ; Haydn, Joseph ; Boccherini, Luigi ; Gounod, Charles-François ; Verdi, Giuseppe ; Paganini, Nicolò        "	"Sivori, Ernesto Camillo {RISM:142843} ; Ketten, Léopold ; Niestlé (Mme) "		
"BMU DG3-1 F000681"	"bmu_dg3_1_f000681"	"1878-1879"	"1879.06.18"	"1 p. ; 32 cm"	"Genève, Salle de la Réformation"	"Grand concert donné par Mlle Consuelo d'Astroc"	"Beethoven, Ludwig van {RISM:11035} ; Gregh, Louis {RISM:30071283} ; Mercadante, Saverio {RISM:89350} ; Gottschalk, Louis Moreau ; Flotow, Friedrich von ; Lefébure-Wély, Louis-James-Alfred ; Verdi, Giuseppe ; Astroc, Consuelo d'                     "	"Astroc, Consuelo d' ; Senger, Franz Ludwig Hugo von {RISM:30015297} ; Heps ; Desmazes ; Blanchereau ; Bibès ; Kling ; Naumann ; Gregh, Louis"		
"BMU DG4 F001356"	"bmu_dg4_f001356"	"1878-1879"	"1879.07.20"	"1 p. ; 23 cm"	"Genève, Plaine de Plainpalais"	"Coco ; Giroflé-Girofla"	"Clairville ; Grangé ; Delacour ;  Coedès ; Verschneider ; Lecocq, Charles {RISM:85756} ; Leterrier ; Vanloo"	"Théâtre des Bouffes parisiens ; Grégoire (Mme) ;  Grégoire, Esther ; Grégoire, Joseph ; Grégoire, Baptiste ; Mey, Cèline ; Lyonel ; Spina (Mme) ; Soyez ; Ponsi ; Oscar ; Marin ; Herbez ; Fernand ; Doze (Mme) ; Eva ; Knott ; Clara ; Hortense (Mme) ; Élisa ; Polidor ; Agalé"		
"BMU DG3-2 F000692"	"bmu_dg3_2_f000692"	"1878-1879"	"1879.07.23"	"1 p. ; 27 cm"	"Genève, Cathédrale de Saint-Pierre"	"Programme et texte du concert sacré donné par M. Haering"	"Mendelssohn Bartholdy, Felix {RISM:88790} ; Vittoria ; Gallus, J. ; Händel, Georg Friedrich {RISM:36552} ; Praetorius, Michael {RISM:477425} ; Moore, H. ; Schumann, Robert {RISM:131206} ; Grell ; Rungenhagen, Karl Friedrich {RISM:71368} ; Bach, Johann Sebastian {RISM:2539}"	"Choeur royal de la Cathédrale de Berlin ; Haering ; Schmock ; Opitz "		
"BMU DG4 F001357"	"bmu_dg4_f001357"	"1878-1879"	"1879.07.24"	"1 p. ; 24 cm"	"Genève, Plaine de Plainpalais"	"La princesse de Trébizonde : Représentation au bénéfice de Madame Anselme"	"Offenbach, Jacques {RISM:111831} ; Nuitter ; Trefeu"	"Théâtre des Bouffes parisiens ; Grégoire (Mme) ; Anselme (Mme) ; Mey, Céline ; Grégoire, Esther ; Baptiste ; Joseph ; Ponsi ; Lyonel ; Soyez ; Spina (Mme) ; Eva ; Clara ; Hortense (Mme)"		
"BMU DG4 F001366"	"bmu_dg4_f001366"	"1878-1879"	"1879.09.30"	"1 p. ; 28 cm"	"Genève, Théâtre de Beau-Séjour"	"Dernière représentation de la saison donnée par M. Alphonse Scheler"	"Rubinštejn, Anton Grigor'evič {RISM:30008504} ; Hervilly, Ernest d' ; Bazin "	"Scheler, Alphonse ; E.S. ; A. S. ; G. F. ; G. A. "		
"BMU DG3-2 F000693"	"bmu_dg3_2_f000693"	"1879-1880"	"1879.10.22"	"1 p. ; 22 cm"	"Genève, Cathédrale de Saint-Pierre"	"Concert d'orgue de M. Haering"	"Mendelssohn Bartholdy, Felix {RISM:88790} ; Mozart, Wolfgang Amadeus {RISM:115324} ; Schumann, Robert {RISM:131206} ; Kücken, Friedrich Wilhelm {RISM:58663} ; Lefébure-Wély, Louis-James-Alfred {RISM:86734} ;  Haering ; Meyerbeer, Giacomo {RISM:725} ; Weber, Carl Maria von {RISM:117485} "	"Haering "		
