"BMU VH1 F001270"	"bmu_vh1_f001270"	"1919-1920"	"1919.11.15"	"2 p. ; 28 cm"	"Genève, Victoria Hall"	"Concert donné par l'Union instrumentale genevoise (Fanfare municipale de la Ville de Genève)"	"Meyerbeer, Giacomo {RISM:725} ; Mozart, Wolfgang Amadeus {RISM:115324} ; Rossini, Gioachino {RISM:63766} ; Arban, Jean-Baptiste {RISM:31980} ; Beethoven, Ludwig van {RISM:11035} ; Wagner, Richard {RISM:111172} ; Paladilhe ; Leoncavallo, Ruggero {RISM:30007109}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Coquillot (Mme) ; Pastouret, A. ; Bodet, Francis ; Wend, Otto ; Bodet (Mme)"		"Bodet, F. (dir) ; "
"BMU VH1 F002339"	"bmu_vh1_f002339"	"1919-1920"	"1920.03.13"	"2 p. ; 28 cm"	"Genève, Victoria Hall"	"Grand concert donné par l'Union instrumentale genevoise (Fanfare municipale de la Ville de Genève)"	"Händel, Georg Friedrich {RISM:36552} ; Mozart, Wolfgang Amadeus {RISM:115324} ; Delibes, Léo {RISM:30016578} ; Beethoven, Ludwig van {RISM:11035} ; Lully, Jean-Baptiste {RISM:132446} ; Wagner, Richard {RISM:111172} ; Bruneau, Alfred {RISM:78271} ; Luigini, Alexandre {RISM:30071428}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Coquillot, M. (Mme) ; Maison, E. ; Wend, Otto ; Bodet, G. (Mme)"		"Bodet, F. (dir) ; "
"BMU VH1 F002363"	"bmu_vh1_f002363"	"1920-1921"	"1921.02.27"	"2 p. ; 27 cm"	"Genève, Victoria Hall"	"Concert donné par l'Union instrumentale genevoise (Fanfare municipale de la Ville de Genève)"	"Berlioz, Hector {RISM:13803} ; Rossini, Gioachino {RISM:63766} ; Delibes, Léo {RISM:30016578} ; Rameau, Jean-Philippe {RISM:169730} ; Schubert, Franz {RISM:111603} ; Beethoven, Ludwig van {RISM:11035} ; Liszt, Franz {RISM:107196} ; Offenbach, Jacques {RISM:111831}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Aquila, Adeline ; Denizot, Charles ; Lang, Elsy ; Gardon (Mme) ; Martinet, H."		"Bodet, F. (dir) ; "
"BMU VH1 F001900"	"bmu_vh1_f001900"	"1921-1922"	"1921.11.27"	"2 p. ; 28 cm"	"Genève, Victoria Hall"	"Concert donné par l'Union instrumentale genevoise"	"Berlioz, Hector {RISM:13803} ; Puccini, Giacomo {RISM:30921} ; Rossini, Gioachino {RISM:63766} ; Weber, Carl Maria von {RISM:117485} ; Luigini, Alexandre {RISM:30071428} ; Vidal, Paul {RISM:140775} ; Messager, André {RISM:92078} ; Verdi, Giuseppe {RISM:137994} ; Delibes, Léo {RISM:30016578} ; Mendelssohn Bartholdy, Felix {RISM:88790} "	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Savoy, Dolly ; Salmond ; Santandréa, Pierre ; Gardon, L. (Mme)"		"Bodet, F. (dir) ; "
"BMU VH1 F001905"	"bmu_vh1_f001905"	"1921-1922"	"1922.03.19"	"2 p. ; 28 cm"	"Genève, Victoria Hall"	"Concert donné par l'Union instrumentale genevoise"	"Beethoven, Ludwig van {RISM:11035} ; Mascagni, Pietro {RISM:84056} ; Saint-Saëns, Camille {RISM:76734} ; Sacchini, Antonio {RISM:30002777} ; Charpentier, G. ; Boëllmann, L. ; Massenet, Jules {RISM:84264} ; Wieniawski, Henryk {RISM:137176} ; Schubert, Franz {RISM:111603}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Barassi, Louise ; Defago, Edmée ; Sottiaux, Fernand ; Bodet (Mme) "		"Bodet, F. (dir) ; "
"BMU VH1 F002387"	"bmu_vh1_f002387"	"1922-1923"	"1922.12.03"	"2 p. ; 28 cm"	"Genève, Victoria Hall"	"Concert donné par l'Union instrumentale genevoise (Fanfare municipale de la Ville de Genève)"	"Gluck, Christoph Willibald {RISM:67338} ; Popper, David {RISM:27091} ; Paisiello, Giovanni {RISM:1874} ; Massenet, Jules {RISM:84264} ; Moszkowski, Moritz {RISM:94844} ; Chopin, Fryderyk Franciszek {RISM:51160} ; Meyerbeer, Giacomo {RISM:725} ; Glazounow ; Goens, Daniel van {RISM:41007232} ; Franck, César {RISM:70009}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Barbey-Meyer, H. (Mme) ; Claret, Gaston ; Sanctis, de ; Bodet (Mme) "		"Bodet, F. (dir) ; "
"BMU VH1 F002391"	"bmu_vh1_f002391"	"1922-1923"	"1923.03.11"	"2 p. ; 28 cm"	"Genève, Victoria Hall"	"Concert donné par l'Union instrumentale genevoise (Fanfare municipale de la Ville de Genève)"	"Beethoven, Ludwig van {RISM:11035} ; Lavotta ; Enescu, George {RISM:30075173} ; Puccini, Giacomo {RISM:30921} ; Ropartz, Joseph Guy {RISM:61362} ; Saint-Saëns, Camille {RISM:76734} ; Verdi, Giuseppe {RISM:137994} ; Offenbach, Jacques {RISM:111831} ; Messager, André {RISM:92078}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Aquila, Adeline ; Barblan, Otto {RISM:5298} ; Salmond, A. ; Székely, Philippe"		"Bodet, F. (dir) ; "
"BMU VH1 F002566"	"bmu_vh1_f002566"	"1923-1924"	"1924.03.09"	"1 broch. : ill. ; 25 cm"	"Genève, Victoria Hall"	"Grand concert populaire donné par l'Union instrumentale genevoise (Fanfare municipale de la Ville de Genève)"	"Lalo, Edouard {RISM:65446} ; Rameau, Jean-Philippe {RISM:169730} ; Paladhile, Emile ; Saint-Saëns, Camille {RISM:76734} ; Casadesus, Francis {RISM:30073651} ; Pierné, Gabriel {RISM:18686} ; Massenet, Jules {RISM:84264} ; Widor, Charles-Marie {RISM:135158} ; Bach, Johann Sebastian {RISM:2539} ; Wagner, Richard {RISM:111172} ; Berlioz, Hector {RISM:13803}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Coquillot, Marcelle ; Jasinsky, Eugène ; Welsch, Marcel ; Pellet ; Wolschlag ; Annen ; Salzedo (Mme) ; Bodet (Mme)"	"Concert populaire"	"Bodet, F. (dir) ; "
"BMU VH1 F002578"	"bmu_vh1_f002578"	"1924-1925"	"1924.11.23"	"1 broch. : ill. ; 25 cm"	"Genève, Victoria Hall"	"Concert donné par l'Union instrumentale genevoise (Fanfare municipale de la Ville de Genève)"	"Mozart, Wolfgang Amadeus {RISM:115324} ; Massenet, Jules {RISM:84264} ; Messager, André {RISM:92078} ; Godard, Benjamin {RISM:30016713} ; Weber, Carl Maria von {RISM:117485} ; Paladilhe ; Deslandres, Adolphe-Edouard {RISM:30015078} ; Lalo, Edouard {RISM:65446} ; Luigini, Alexandre {RISM:30071428}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Grétillat, Nelly ; Lombard, J. ; Dennes, Paul ; Gaimard, L. ; Bretton, E. ; Bodet (Mme) ; Gardon, L. (Mme) "		"Bodet, F. (dir) ; "
"BMU VH1 F001927"	"bmu_vh1_f001927"	"1924-1925"	"1925.02.08"	"1 broch. : ill. ; 25 cm"	"Genève, Victoria Hall"	"Concert donné par l'Union instrumentale genevoise"	"Massenet, Jules {RISM:84264} ; Musorgskij, Modest Petrovič {RISM:30019183} ; Duparc, Henri {RISM:41011746} ; Fasolo, Giovanni Battista {RISM:30011110} ; Sacchini, Antonio {RISM:30002777} ; Saint-Saëns, Camille {RISM:76734} ; Grieg, Edvard {RISM:84066} ; Ropartz, Joseph Guy {RISM:61362} ; Fauré, Gabriel {RISM:41731} ;  Chausson, Ernest {RISM:30087317} ; Berlioz, Hector {RISM:13803}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Boveyron, Germaine ; Didès, Etienne ; Gardon, L. ; Bodet (Mme)"		"Bodet, F. (dir) ; "
"BMU VH1 F002609"	"bmu_vh1_f002609"	"1925-1926"	"1925.11.22"	"1 broch. : ill. ; 25 cm"	"Genève, Victoria Hall"	"Grand concert donné par l'Union instrumentale genevoise (Fanfare municipale de la Ville de Genève)"	"Massenet, Jules {RISM:84264} ; Bizet, Georges {RISM:20057} ; Paisiello, Giovanni {RISM:1874} ; Rosa, Salvator {RISM:30005841} ; Liszt, Franz {RISM:107196} ; Rabaud, Henri ; Duparc, Henri {RISM:41011746} ; Jaques-Dalcroze, Emile {RISM:109238} ; Gounod, Charles-François {RISM:80479} ; Meyerbeer, Giacomo {RISM:725}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Bornand, Marthe ; Barraud, Francis ; Wend, Otto ; Bodet (Mme)"		"Bodet, F. (dir) ; "
"BMU VH1 F001936"	"bmu_vh1_f001936"	"1925-1926"	"1926.03.17"	"16 p. : ill. ; 23 cm"	"Genève, Victoria Hall"	"Grand concert donné par l'Union instrumentale genevoise"	"Wagner, Richard {RISM:111172} ; Mozart, Wolfgang Amadeus {RISM:115324} ; Händel, Georg Friedrich {RISM:36552} ; Gilson, Paul {RISM:258437} ; Delmas, Marc {RISM:30071294} ; Bloch, Ernest {RISM:30081166} ; Chabrier, Emmanuel {RISM:48553} ; Poulenc, Francis {RISM:30090495} ; Vidal, Paul {RISM:140775}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Cercle choral ; Union des Amis chanteurs de Carouge ; Liederkranz ; Brunner, Camille ; Scheiwein, Charles ; Liard, Joseph ; Bodet (Mme) "		"Bodet, F. (dir) ; "
"BMU VH1 F002636"	"bmu_vh1_f002636"	"1926-1927"	"1926.11.28"	"8 p. ; 23 cm"	"Genève, Victoria Hall"	"Grand concert donné par l'Union instrumentale genevoise (Fanfare municipale de la Ville de Genève)"	"Wormser, André ; Rossini, Gioachino {RISM:63766} ; Fournier, M. ; Fauré, Gabriel {RISM:41731} ; Lalo, Edouard {RISM:65446} ; Bizet, Georges {RISM:20057} ; Granados, Enrique {RISM:41013658}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Bernard, Claire ; Grétillat, Nelly ; Denizot, Charles ; Beckmans, Guy ; Sanctis, A. de "		"Bodet, F. (dir) ; "
"BMU VH1 F002652"	"bmu_vh1_f002652"	"1926-1927"	"1927.03.13"	"1 broch. : ill. ; 23 cm"	"Genève, Victoria Hall"	"Concert donné par l'Union instrumentale genevoise (Fanfare municipale de la Ville de Genève)"	"Massenet, Jules {RISM:84264} ; Février, H. ; Duparc, Henri {RISM:41011746} ; Ariosti, Attilio {RISM:30000141} ; Rogister, J. ; Gounod, Charles-François {RISM:80479} ; Saint-Saëns, Camille {RISM:76734} ; Pierné, Gabriel {RISM:18686} ; Beethoven, Ludwig van {RISM:11035}"	"Bodet, Francis  ; Pileur, Georges  ; Kunz, Alex.  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Heure musicale ; Choeur paroissial des Eaux-Vives ; Schmied-Vallier (Mme) ; Bodet (Mme) ; Sougné, Henri ; Muller, Henri ; Brunner, C. ; Kind, Ed. "		"Bodet, F. (dir) ; "
"BMU VH1 F002660"	"bmu_vh1_f002660"	"1927-1928"	"1927.11.17"	"1 broch. : ill. ; 23 cm"	"Genève, Victoria Hall"	"Grand concert donné par l'Union instrumentale genevoise (Fanfare municipale de la Ville de Genève)"	"Beethoven, Ludwig van {RISM:11035} ; Mozart, Wolfgang Amadeus {RISM:115324} ; Couperin, L. ; Lalo, Edouard {RISM:65446} ; Georges, Alexandre ; Rachmaninov, Sergej Vasil'evič {RISM:32447} ; Fauré, Gabriel {RISM:41731} ; Debussy, Claude {RISM:4338} ; Wettge, Gustave {RISM:30081063} ; Wagner, Richard {RISM:111172}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Closset (Mme) ; Mule, Marcel ; Gardon, Louise"		"Bodet, F. (dir) ; "
"BMU VH1 F001947"	"bmu_vh1_f001947"	"1928-1929"	"1928.12.02"	"16 p. ; 23 cm"	"Genève, Victoria Hall"	"Grand concert donné par l'Union instrumentale genevoise"	"Händel, Georg Friedrich {RISM:36552} ; Weber, Carl Maria von {RISM:117485} ; Mozart, Wolfgang Amadeus {RISM:115324} ; Widor, Charles-Marie {RISM:135158} ; Mérina, Marie ; Sacchini, Antonio {RISM:30002777} ; Schubert, Franz {RISM:111603} ; Poot, Marcel {RISM:30072182}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Olivet-Decompoix (Mme) ; Belli, Francis ; Lavignac (Mme) ; Bodet (Mme)"		"Bodet, F. (dir) ; "
"BMU VH1 F002692"	"bmu_vh1_f002692"	"1928-1929"	"1929.03.23"	"1 broch. ; 23 cm"	"Genève, Victoria Hall"	"Grand concert donné par l'Union instrumentale genevoise (Musique [Fanfare] municipale de la Ville de Genève)"	"Gluck, Christoph Willibald {RISM:67338} ; Lully, Jean-Baptiste {RISM:132446} ; Rameau, Jean-Philippe {RISM:169730} ; Bizet, Georges {RISM:20057} ; Berlioz, Hector {RISM:13803} ; Glazounow, A. ; Brahms, Johannes {RISM:39914}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Vaudroz ; Mouchet ; Thévenaz ; Liard"		"Bodet, F. (dir) ; "
"BMU VH1 F002727"	"bmu_vh1_f002727"	"1930-1931"	"1930.11.30"	"1 broch. : ill. ; 23 cm"	"Genève, Victoria Hall"	"Concert donné par l'Union instrumentale genevoise (Fanfare municipale de la Ville de Genève)"	"Mendelssohn Bartholdy, Felix {RISM:88790} ; Beethoven, Ludwig van {RISM:11035} ; Berlioz, Hector {RISM:13803} ; Ropartz, Joseph Guy {RISM:61362} ; Vidal, Paul {RISM:140775} ; Busser, H. ; Fauré, Gabriel {RISM:41731} ; Chabrier, Emmanuel {RISM:48553}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Barbey-Meyer (Mme) ; Durot, Léon ; Bodet (Mme)"		"Bodet, F. (dir) ; "
"BMU VH1 F002738"	"bmu_vh1_f002738"	"1930-1931"	"1931.03.01"	"1 broch. : ill. ; 23 cm"	"Genève, Victoria Hall"	"Concert donné par l'Union instrumentale genevoise (Musique [Fanfare] municipale de la Ville de Genève)"	"Luigini, Alexandre {RISM:30071428} ; Verdi, Giuseppe {RISM:137994} ; Monsigny, Pierre-Alexandre {RISM:30002240} ; Reyer, Ernest {RISM:46219} ; Glazounow ; Weber, Carl Maria von {RISM:117485} ; Février ; Musorgskij, Modest Petrovič {RISM:30019183} ; Moszkowski, Moritz {RISM:94844}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Gobalet (Mme) ; Belli, Francis ; Blavignac (Mme) ; Wend, Otto"		"Bodet, F. (dir) ; "
"BMU VH1 F002753"	"bmu_vh1_f002753"	"1930-1931"	"1931.09.23"	"1 p. ; 22 cm"	"Genève, Victoria Hall"	"Grand festival de musique suisse donné par l'Union instrumentale genevoise (Musique [Fanfare] municipale de la Ville de Genève)"	"Doret, Gustave {RISM:3145724} ; Tessier ; Jaques-Dalcroze, Emile {RISM:109238} ; Larue"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Werdenberger Nachtigallen (Les Trois Rossignols St.-Gallois)"		"Bodet, F. (dir) ; "
"BMU VH1 F002758"	"bmu_vh1_f002758"	"1931-1932"	"1931.11.28"	"1 broch. : ill. ; 24 cm"	"Genève, Victoria Hall"	"Grand festival Massenet donné par l'Union instrumentale genevoise (Musique [Fanfare] municipale de la Ville de Genève)"	"Massenet, Jules {RISM:84264}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Dufresne, Germaine ; Grétillat, Nelly ; Courtois, Charles"		"Bodet, F. (dir) ; "
"BMU VH1 F002772"	"bmu_vh1_f002772"	"1931-1932"	"1932.02.14"	"1 broch. : ill. ; 23 cm"	"Genève, Victoria Hall"	"Grand concert donné par la l'Union instrumentale genevoise (Musique [Fanfare] municipale de la Ville de Genève)"	"Saint-Saëns, Camille {RISM:76734} ; Isouard, Nicolas {RISM:30001597} ; Haydn, Joseph {RISM:55803} ; Gounod, Charles-François {RISM:80479} ; Saint-Saëns, Camille {RISM:76734} ; Verdi, Giuseppe {RISM:137994}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Dufresne, Germaine ; Belli, Francis ; Blavignac (Mme) ; Viani, Georges"		"Bodet, F. (dir) ; "
"BMU VH1 F002974"	"bmu_vh1_f002974"	"1932-1933"	"1933.03.03"	"5 p. : ill. ; 22 cm"	"Genève, Victoria Hall"	"Grand concert de gala donné par l'Union instrumentale genevoise (Musique [Fanfare] municipale de la Ville de Genève) : A l'occasion du 70me anniversaire de sa fondation"	"Widor, Charles-Marie {RISM:135158} ; Huber, H. ; Rougnon, P. ; Vidal, Paul {RISM:140775} ; Taeye, Alex. de ; Leu, F. ; Haüg, G. ; Georges, Alex. ; Delmas, Marc"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Liederkranz-Concordia ; Wehrli, A. ; Reichel, Bernard"		"Bodet, F. (dir) ; "
"BMU VH1 F002903"	"bmu_vh1_f002903"	"1933-1934"	"1934.03.04"	"1 broch. : ill. ; 25 cm"	"Genève, Victoria Hall"	"Grand concert populaire donné par la l'Union instrumentale genevoise (Musique [Fanfare] municipale de la Ville de Genève)"	"Roesgen-Champion, Marg. ; Wagner, Richard {RISM:111172} ; Saint-Saëns, Camille {RISM:76734} ; Ropartz, Joseph Guy {RISM:61362} ; Meyerbeer, Giacomo {RISM:725} ; Grovlez, G. ; Senaillé, Jean-Baptiste {RISM:30012011} ; Luigini, Alexandre {RISM:30071428} ; Strauß, Johann {RISM:132082}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Helaerts, Henri ; Bodet (Mme)"	"Concert populaire"	"Bodet, F. (dir) ; "
"BMU VH1 F002914"	"bmu_vh1_f002914"	"1934-1935"	"1934.12.16"	"1 broch. ; 25 cm"	"Genève, Victoria Hall"	"Grand concert donné par l'Union instrumentale genevoise (Musique [Fanfare] municipale de la Ville de Genève)"	"Weber, Carl Maria von {RISM:117485} ; Fauré, Gabriel {RISM:41731} ; Mozart, Wolfgang Amadeus {RISM:115324} ; Sporck, G. ; Poot, Marcel {RISM:30072182} ; Meyerbeer, Giacomo {RISM:725} ; Saint-Saëns, Camille {RISM:76734} ; Strauß, Johann {RISM:132082}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Dufresne, Germaine ; Pépin, André ; Bodet (Mme)"		"Bodet, F. (dir) ; "
"BMU VH1 F002946"	"bmu_vh1_f002946"	"1935-1936"	"1936.03.28"	"4 p. : ill. ; 23 cm"	"Genève, Victoria Hall"	"Grand concert de gala donné par l'Union instrumentale genevoise (Musique [Fanfare] municipale de la Ville de Genève)"	"Saint-Saëns, Camille {RISM:76734} ; Berlioz, Hector {RISM:13803} ; Mozart, Wolfgang Amadeus {RISM:115324} ; Sporck, G. ; Vellones, Pierre ; Schumann, Robert {RISM:131206} ; Čajkovskij, Pëtr Il'ič {RISM:144048} ; Albéniz, Isaac {RISM:30016275} ; Rimskij-Korsakov, Nikolaj Andreevič {RISM:55357} ; Strauß, Johann {RISM:132082}"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Quatuor de saxophones de Paris ; Cercle choral"		"Bodet, F. (dir) ; "
"BMU VH1 F002982"	"bmu_vh1_f002982"	"1936-1937"	"1937.01.27"	"1 p. ; 23 cm"	"Genève, Victoria Hall"	"Seizième audition du Cercle Jean-Sébastien Bach"	"Bach, Johann Sebastian {RISM:2539}"	"Bodet, Francis  ; Cercle J. S. Bach ; Orchestre de la Suisse Romande {RISM:50007615} ; Sauvin, Madeleine ; Grétillat, Nelly ; Lombard, Joseph ; Koller, Charles ; Reichel, Bernard"		"Bodet, F. (dir) ; "
"BMU VH1 F003013"	"bmu_vh1_f003013"	"1938-1939"	"1938.11.25 ; 1938.11.27"	"1 broch. : ill. ; 23 cm"	"Genève, Victoria Hall ; Genève, Kursaal"	"Grand concert de gala ; Soirée musicale, littéraire et dansante : A l'occasion du 75e anniversaire de la fondation [de la Musique municipale de la Ville de Genève (Union instrumentale genevoise)]"	"Glazunov, Aleksandr Konstantinovič {RISM:30015584} ; Rimskij-Korsakov, Nikolaj Andreevič {RISM:55357} ; Liadow, A. ; Gabrieli, Giovanni ; Albéniz, Isaac {RISM:30016275} ; Moszkowski, Moritz {RISM:94844} ; Wagner, Richard {RISM:111172} ; Chopin, Fryderyk Franciszek {RISM:51160} ; Weber, Carl Maria von {RISM:117485} ; Kreisler ; Strauß, Johann {RISM:132082} ; Offenbach, Jacques {RISM:111831} ; Kalmann, E. ; Waldteufel, Emile {RISM:30005460} ; Schubert, Franz {RISM:111603} ; Jessel, L. ; Sauer, E. ; Rachmaninov, Sergej Vasil'evič {RISM:32447} ; Giudici, Marcel"	"Bodet, Francis  ; Union instrumentale genevoise (Fanfare municipale de la Ville de Genève) ; Section fédérale de gymnastique ""Genève-Ville"" ; Capoulade, François ; Graebner, Alice ; Orloff, Maroussia ; Pasche, Jean-Marc ; Rippl, Maurice ; Viani, G. ; Gaillepand, G. ; Pignolo, R. ; Silbermann (Mlle) ; Bavaud, A. ; Duchâble, A. ; Baechler, G. ; Godet, E. ; Borghans, E. ; Jazz Devils ; Morand, G. ; Baud (Mme) "		"Bodet, F. (dir) ; "
"BMU VH1 F003026"	"bmu_vh1_f003026"	"1938-1939"	"1939.02.17 ; 1939.03.01"	"1 broch. : ill. ; 23 cm + 1 analyse"	"Genève, Temple de Saint-Gervais ; Genève, Salle de la Réformation ; Genève, Victoria Hall"	"Trois concerts : Xme anniversaire"	"Bach, Johann Sebastian {RISM:2539}"	"Bodet, Francis  ; Cercle Jean-Sébastien Bach ; Orchestre de la Suisse Romande {RISM:50007615} ; Landowska, Wanda {RISM:68387} ; Dupré, Marcel {RISM:41012971} ; Dubuis, Madeleine ; Helbling, Maria ; Planel, Jean ; Panzera, Charles"		"Bodet, F. (dir) ; "
"BMU VH1 F003064"	"bmu_vh1_f003064"	"1940-1941"	"1940.12.25"	"4 p. : ill. ; 24 cm"	"Genève, Victoria Hall"	"Concert de Noël par le Cercle Jean-Sébastien Bach de Genève : Au bénéfice du comité international de la Croix-Rouge"	"Händel, Georg Friedrich {RISM:36552} ; Bach, Johann Sebastian {RISM:2539}"	"Bodet, Francis  ; Cercle Jean-Sébastien Bach de Genève ; Orchestre de la Suisse Romande {RISM:50007615} ; Dubius, Madeleine ; Hauser, Marie-Louise ; Helbling, Maria ; Bauer, Ernest ; Schlaefli, Ernest ; Capoulade, François ; Vaucher-Clerc (Mme) ; Reichel, Bernard"		"Bodet, F. (dir) ; "
"BMU VH1 F003196"	"bmu_vh1_f003196"	"1941-1942"	"1942.05.27"	"3 p. ; 21 cm"	"Genève, Victoria Hall"	"Audition du Cercle J.-S. Bach de Genève"	"Bach, Johann Sebastian {RISM:2539}"	"Bodet, Francis  ; Cercle J.-S. Bach ; Orchestre de la Suisse Romande {RISM:50007615} ; Gehri, Elisabeth ; Capoulade, François ; Vaucher-Clerc (Mme) ; Reichel, Bernard"		"Bodet, F. (dir) ; "
"BMU VH1 F003245"	"bmu_vh1_f003245"	"1943-1944"	"1944.06.07 ; 1944.06.11"	"36 p. : ill. ; 22 cm"	"Genève, Temple de Saint-Gervais ; Genève, Conservatoire ; Genève, Victoria Hall"	"Semaine Jean-Sébastien Bach"	"Bach, Johann Sebastian {RISM:2539}"	"Bodet, Francis  ; Cercle J.-S. Bach ; Orchestre de la Suisse Romande {RISM:50007615} ; Schmidt, Eric ; Ginster, Ria ; Rehfuss, Heinz ; Vuataz, Roger {50035424} ; Helbling, Maria ; Faller, Charles ; Cramer, Georges ; Otz, Andrée ; Haefliger, Ernest ; Matthaei, Karl ; Dubuis, Madeleine ; Demierre, François ; Golay, Dorothée ; Tuller, Erwin ; Schlaefli, Ernest ; Vaucher-Clerc, Germaine ; Dennes, Paul ; Flesch, Carl {41024032} ; Buenzod, Emmanuel ; Goehring, Jean ; Minkoff, Jouval ; Fert, Juliette ; Montandon, Gabrielle ; Meschini, André ; Guilhot, Richard ; Helaerts, Henri ; Pépin, André ; Bindschedler, Otto "		"Bodet, F. (dir) ; "
"BMU VH1 F003220"	"bmu_vh1_f003220"	"1942-1943"	"1943.05.02"	"1 p. ; 21 cm"	"Genève, Victoria Hall"	"Concert d'une fanfare de Régiment"	"Micolo ; Blankenburg ; Jaques-Dalcroze, Emile {RISM:109238} ; Honegger, Arthur {RISM:464584} ; Petit ; Ney ; Fossard, M. ; Boehler, Arthur ; Jaeggi ; Holzinger ; Schmid ; Müller ; Roethlisberger"	"Boehler, Arthur ; Henné  ; Fanfare de Régiment ; Ludy"		"Boehler, A. ; Henné (dir) ; "
"BMU DG4 F001325"	"bmu_dg4_f001325"	"1874-1875"	"1875.06.29"	"2 p. ; 29 cm"	"Genève, Brasserie des Pâquis"	"Deux grands concerts populaires donnés par l'Orchestre militaire du 1er régiment badois n° 109 des grenadiers de la garde de Carlsruhe"	"Flotow, Friedrich von {RISM:63626} ; Verdi, Giuseppe {RISM:137994} ; Strauß, Johann {RISM:132082} ; Rossini, Gioachino {RISM:63766} ; Gounod, Charles-François {RISM:80479} ; Thomas ; Conradi, August {RISM:66078} ; Fliege ; Mendelssohn Bartholdy, Felix {RISM:88790} ; Hauser ; Latanne "	"Boettge, Adolf {RISM:22846}  ; Orchestre militaire du premier régiment badois n° 109 des grenadiers de la garde de Carlsruhe"		"Boettge, A. (dir) ; Date présumée"
"BMU DG4 F001326"	"bmu_dg4_f001326"	"1874-1875"	"1875.06.30"	"2 p. ; 29 cm"	"Genève, Brasserie des Pâquis"	"Grand concert populaire donné par l'Orchestre militaire du 1er régiment badois n° 109 des grenadiers de la garde de Carlsruhe"	"Hamm, Johann Valentin {RISM:44440} ; Nicolai, Otto {RISM:100329} ; Mendelssohn Bartholdy, Felix {RISM:88790}  ; Strauß, Johann {RISM:132082} ; Lortzing ; Rossini, Gioachino {RISM:63766} ; Boettge ; Unrath ; Kontsky ; Latann"	"Boettge, Adolf {RISM:22846}  ; Orchestre militaire du premier régiment badois n° 109 des grenadiers de la garde de Carlsruhe"		"Boettge, A. (dir) ; Date présumée"
