"Lang, Thierry","Lang, Thierry"
"Lang, W.","Lang, Walter"
"Lang,Frieder","Lang, Frieder"
"Langben, Breton","Langben, Breton"
"Lange, Annette","Lange, Annette"
"Lange, Annette-Suzanne","Lange, Annette-Suzanne"
"Lange, Wiel","Lange, Wiel"
"Langendorf, Jean-Jacques","Langendorf, Jean-Jacques"
"Langley, James W.","Langley, James W."
Laniel,Laniel
"Lanz, Ruth","Lanz, Ruth"
"Lanzelotte, Rosana","Lanzelotte, Rosana"
"Laparra, G.","Laparra, Raoul"
"Larsens, Gunars","Larsens, Gunars"
"Laserna, Blas de","Laserna, Blas de"
"Lasso, Orlando di","Lasso, Orlando di"
Lassueur,"Lassueur, Charles"
"Lassueur, Ch.","Lassueur, Charles"
"Lassueur, Charles","Lassueur, Charles"
"Lassus, R. de","Lasso, Orlando di"
Last,Last
Lastres,"Ruiz Lastres, Magaly"
"Lasueur, Charles","Lassueur, Charles"
"Latour, Sandra","Latour, Sandra"
"Lauro, A.","Lauro, Antonio"
"Lauro, Antonio","Lauro, Antonio"
"Lavanant, Solenn'","Lavanant, Solenn'"
"Lavanchy, Denise","Lavanchy, Denise"
"Lavanchy, Jean-Paul","Lavanchy, Jean-Paul"
Lavignac,"Lavignac, Albert"
"Lavignotte, Guilhem","Lavignotte, Guilhem"
"Lavorel, Karine","Lavorel, Karine"
"Lazlo, Ervin","Lazlo, Ervin"
Lazzari,"Lazzari, Angelo"
"Le Blanc, Arthur","Le Blanc, Arthur"
"Le Coat, Gérard","Le Coat, Gérard"
Le Couppey,"Le Couppey, Félix"
"Le Dahéron, François","Le Dahéron, François"
"Le Marc'hadour, Maroussia","Le Marc'hadour, Maroussia"
Le Quatuor de Lausanne,Le Quatuor de Lausanne
"Le Roy, Nicolas","Le Roy, Nicolas"
Le Trio Hongrois,Le Trio Hongrois
"LeRoy, Nicolas","Le Roy, Nicolas"
Lebell,Lebell
Leclair,"Leclair, Jean-Marie"
"Leclair, J. M.","Leclair, Jean-Marie"
"Leclair, J.-M.","Leclair, Jean-Marie"
"Lecocq, Charles","Lecocq, Charles"
Leconte de Lisle,Leconte de Lisle
"Lecras, Amandine","Lecras, Amandine"
"Lee, Sook-in","Lee, Sook-Yin"
"Lee, Sookin","Lee, Sook-Yin"
"Lehmann, Hans Ulrich","Lehmann, Hans Ulrich"
"Lehmann, Matthias","Lehmann, Matthias"
Lemoine,"Lemoine, Henry"
"Lemoni, Caterina","Lemoni, Caterina"
"Lemètre, Roland","Lemètre, Roland"
"Lenclos, Ninon de","Lenclos, Ninon de"
"Lenherr-Arnold, Arnold","Lenherr-Arnold, Arnold"
"Lenherr-Arnold, Rachel","Lenherr-Arnold, Rachel"
Lenormand,"Lenormand, René"
"Leonard, Fernand","Leonard, Fernand"
Leoncavallo,"Leoncavallo, Ruggero"
"Lepine, Nicole","Lepine, Nicole"
Lerner,Lerner
Les Vocalistes du Conservatoire,Vocalistes du Conservatoire
"Lescal, Micheline","Lescal, Micheline"
Lesur,Lesur
"Lesure, François","Lesure, François"
"Leuenberger, Guy-François","Leuenberger, Guy-François"
"Leuenberger, Marie-Thérèse","Leuenberger, Marie-Thérèse"
"Leus, Lionel","Leus, Lionel"
Levine,"Levine, James"
"Levitine, Yulia","Levitine, Yulia"
"Li Siew, Yi","Li Siew, Yi"
Liadow,"Lyadov, Anatoly Konstantinovich"
"Libine, Rehouven","Libine, Rehouven"
"Lidka, Maria","Lidka, Maria"
"Liebner, Janos","Liebner, Janos"
"Lifar, Serge","Lifar, Serge"
"Liger, Daniel","Liger, Daniel"
"Ligeti, G.","Ligeti, György"
"Ligeti, György","Ligeti, György"
"Lin, Cindy","Lin, Cindy"
"Linder, Charly","Linder, Charly"
"Linhares, Dagoberto","Linhares, Dagoberto"
"Linharès, Dagoberto","Linhares, Dagoberto"
"Lio, Lorenzo","Lio, Lorenzo"
"Lipp, Dominique","Lipp, Dominique"
"Lister, Karen","Lister, Karen"
Liszt,"Liszt, Franz"
"Liszt, F.","Liszt, Franz"
"Liszt, Fr.","Liszt, Franz"
"Liszt, Franz","Liszt, Franz"
"Liszt,F.","Liszt, Franz"
"Litton, Andrew","Litton, Andrew"
"Livio, Antoine","Livio, Antoine"
"Liègeois, Cornelio","Liègeois, Cornelio"
"Liébert, Georges","Liébert, Georges"
"Lloyd Webber, W.","Lloyd Webber, W."
"Lo Conte, Mauro","Lo Conte, Mauro"
Locatelli,"Locatelli, Pietro Antonio"
"Locher, André","Locher, André"
"Locher-Fleischmann, Christine","Locher-Fleischmann, Christine"
"Lodéon, Frédéric","Lodéon, Frédéric"
Loeillet,Loeillet
"Loerksen, Pablo","Loerksen, Pablo"
"Loeschhorn, A.","Loeschhorn, Carl Albert"
"Loeschhorn, Carl Albert","Loeschhorn, Carl Albert"
"Loew, André","Loew, André"
"Loew, Charles","Loewe, Carl"
Loewe,Loewe
"Loewenguth, Alfred","Loewenguth, Alfred"
"Logoz, Nicolas","Logoz, Nicolas"
"Lombardo, A.","Lombardo, Angelo"
"Lombriser, Francis","Lombriser, Francis"
"Long, P.","Long, Patrick"
"Looser, Rolf","Looser, Rolf"
"Lopez Cobos, Jesus","López-Cobos, Jesús"
"Lopez Cobos, Jesús","López-Cobos, Jesús"
"Lotti, Antonio","Lotti, Antonio"
"Louafi, Alain","Louafi, Alain"
Loude,Loude
"Loup, Thérèse","Loup, Thérèse"
"Loutan-Charbon, Nicole","Loutan-Charbon, Nicole"
"Lugon, Isabelle","Lugon, Isabelle"
Lulli,"Lully, Jean-Baptiste"
Lully,"Lully, Jean-Baptiste"
"Lully, J.-B.","Lully, Jean-Baptiste"
"Lully, Jean-Baptiste","Lully, Jean-Baptiste"
"Lutoslawski, N.","Lutoslawski, Witold"
"Lutoslawski, Witold","Lutoslawski, Witold"
"Luy, André","Luy, André"
"Luyet-Kawamichi, Hiroko","Kawamichi, Hiroko"
"Luzzi, Lina","Luzzi, Lina"
"Lévy, Lazare","Lévy, Lazare"
"Lünenbürger, Gerd","Lünenbürger, Gerd"
"Lüthi, Eva","Lüthi, Eva"
"Lüthy, Susy","Lüthy, Susy"
Mac Dowell,"MacDowell, Edward Alexander"
"Macherel, Constantin","Macherel, Constantin"
"Madera, Natalia","Madera, Natalia"
"Madetoja, Leevi","Madetoja, Leevi"
"Madzarac, Kristina","Madzarac, Kristina"
"Maffli, H.","Maffli, Helena"
"Maffli, Helena","Maffli, Helena"
"Maffli-Nissinen, Helena","Maffli, Helena"
Maget-Schnell,Maget-Schnell
"Magnard, Albéric","Magnard, Albéric"
"Magnenat, Léna","Magnenat, Léna"
Magnet-Schnell,Maget-Schnell
Mahler,"Mahler, Gustav"
"Mahler, Alma","Mahler, Alma"
"Mahler, G.","Mahler, Gustav"
"Mahler, Gustav","Mahler, Gustav"
"Maienhofer, L.","Maienhofer, L."
"Mail, Léone","Mail, Léone"
"Maillard, P.","Maillard, Pierre"
Maillart,"Maillart, Louis-Aimé"
"Mainerio, G.","Mainerio, Giorgio"
"Malalan, Alexis","Malalan, Alexis"
"Malan, Jean-Christophe","Malan, Jean-Christophe"
"Malibran, Maria","Malibran, Maria"
Malipiero,"Malipiero, Gian Francesco"
"Malipiero, Gian Francesco","Malipiero, Gian Francesco"
"Manca, G.","Manca, Gabriele"
"Manca, Gabriele","Manca, Gabriele"
Mancini,"Mancini, Francesco"
"Manda, Vasile","Manda, Vasile"
"Mangold, Sophie","Mangold, Sophie"
Manzia,"Manzia, Luigi"
"Manziarly, Marcelle de","Manziarly, Marcelle de"
"Marais, M.","Marais, Marin"
"Marais, Marin","Marais, Marin"
"Marais, Roland","Marais, Roland"
"Marcellin, Francis","Marcellin, Francis"
Marcello,"Marcello, Benedetto"
"Marcello, B.","Marcello, Benedetto"
"Marcello, Benedetto","Marcello, Benedetto"
"Marchand, L.","Marchand, Louis"
"Marchand, Louis","Marchand, Louis"
"Marchesini, Michel","Marchesini, Michel"
"Marenzio, L.","Marenzio, Luca"
"Marenzio, Luca","Marenzio, Luca"
Marescotti,"Marescotti, Aandré-François"
"Marescotti, A. F.","Marescotti, Aandré-François"
"Margairaz, Thierry","Margairaz, Thierry"
"Margerisson, L. A.","Margerisson, L. A."
Margot,Margot
"Marguerat, Patrick","Marguerat, Patrick"
"Marie, Gabriel","Marie, Gabriel"
Marie-Antoinette,Marie-Antoinette
"Mariétan, Pierre","Mariétan, Pierre"
"Markévitch, Igor","Markévitch, Igor"
"Marosi, Joel","Marosi, Joel"
"Marosi, Marja-Miisa","Marosi, Marja-Miisa"
"Marrache, Michel","Marrache, Michel"
"Marsik, Armand","Marsik, Armand"
"Martelli, Henri","Martelli, Henri"
Martin,"Martin, Frank"
"Martin du Theil, Julie","Martin du Theil, Julie"
"Martin, Ch.","Martin, Robert-Charles"
"Martin, F.","Martin, Frank"
"Martin, Franck","Martin, Frank"
"Martin, Frank","Martin, Frank"
"Martin, Françoise","Martin, Françoise"
"Martin, Frenk","Martin, Frank"
"Martin, Kyle","Martin, Kyle"
"Martin, R. Ch.","Martin, Robert-Charles"
"Martin-Bogeaud, Yvonne","Martin-Borgeaud, Yvonne"
Martin-Borgeaud,"Martin-Borgeaud, Yvonne"
"Martin-Borgeaud, Y.","Martin-Borgeaud, Yvonne"
"Martin-Borgeaud, Yvonne","Martin-Borgeaud, Yvonne"
"Martinelli, Massimiliano","Martinelli, Massimiliano"
Martini,"Martini, Padre Giovanni Battista"
Martinon,"Martinon, Jean"
Martinu,"Martinů, Bohuslav"
"Martinu, B.","Martinů, Bohuslav"
"Martinu, Bohuslav","Martinů, Bohuslav"
"Martinu, J.","Martinon, Jean"
Martinù,"Martinů, Bohuslav"
"Martinú, B.","Martinů, Bohuslav"
Marttinen,"Marttinen, Tauno"
"Martynova, Elisaveta","Martynova, Elisaveta"
"Marval, Louis de","Marval, Louis de"
"Marville, Jovanka","Marville, Jovanka"
"Maréchaux, Colette","Maréchaux, Colette"
"Mashayekhi, Ali Reza","Mashayekhi, Ali Reza"
Massenet,"Massenet, Jules"
"Massias, Gérard","Massias, Gérard"
"Massicotte-Rochon, Gabriel","Massicotte-Rochon, Gabriel"
"Masson, Jean-Yves","Masson, Jean-Yves"
"Masson-Mayor, Joëlle-Aurélie","Masson-Mayor, Joëlle-Aurélie"
"Massé, V.","Massé, Victor"
"Mathez, J. P.","Mathez, Jean-Pierre"
"Mathez, J.-P.","Mathez, Jean-Pierre"
"Mathez, Jean-Pierre","Mathez, Jean-Pierre"
"Mathieu, Chantal","Mathieu, Chantal"
"Mathieu, Ilse","Mathieu, Ilse"
"Matoux, Solange","Matoux, Solange"
"Matsui, Kana","Matsui, Kana"
"Matter, H. L.","Matter, Henri-Louis"
"Matter, Henri-Louis","Matter, Henri-Louis"
"Matthey, Jean-Louis","Matthey, Jean-Louis"
"Matthey, Pierre-Louis","Matthey, Pierre-Louis"
"Maurer, Kaspar","Maurer, Kaspar"
"Maurer, Klaus","Maurer, Klaus"
"Maurice, Paule","Maurice, Paule"
"Max Dowell, Ed.","MacDowell, Edward Alexander"
"Mayer, Pascal","Mayer, Pascal"
"Mayfield, Nathaniel","Mayfield, Nathaniel"
Maykapar,"Maïkapar, Samuel Moïséevitch"
"Maykapar, S.","Maïkapar, Samuel Moïséevitch"
"Mayor, Joëlle-Aurélie","Mayor, Joëlle-Aurélie"
Maîtrise de Dole,Maîtrise de Dole
Maîtrise du Conservatoire,Maîtrise du Conservatoire
Maîtrises de garçons et de filles du Conservatoire de Lausanne,Maîtrises de garçons et de filles du Conservatoire de Lausanne
"Mchedelov, M.","Mchedelov, M."
"Mchedelov, M.","Mchedelov, M."
"Meier, Jost","Meier, Jost"
"Meister, Casimir","Meister, Casimir"
Mel Bonis,"Bonis, Mélanie"
Mel-Bonis,"Bonis, Mélanie"
"Melichar, Aloïs","Melichar, Aloïs"
"Mellone, Valeria","Mellone, Valeria"
"Menasce, J. de","Menasce, Jacques de"
"Mendelssoh, F.","Mendelssohn, Felix"
Mendelssohn,"Mendelssohn, Felix"
"Mendelssohn, F.","Mendelssohn, Felix"
"Mendelssohn, Fanny","Mendelssohn, Fanny"
"Mendelssohn, Felix","Mendelssohn, Felix"
"Mendelssohn, Fr.","Mendelssohn, Felix"
"Mendelssohn, Félix","Mendelssohn, Felix"
"Mendelssohn, L.","Mendelssohn, L."
"Mendelssohn-Hensel, Fanny","Mendelssohn, Fanny"
"Mendi, Laura","Mendy, Laura"
"Mendy, Laura","Mendy, Laura"
"Menhuin, Yehudi","Menhuin, Yehudi"
"Mennet, Anne-Marie","Mennet, Anne-Marie"
Mennet-Anne-Marie,"Mennet, Anne-Marie"
"Menniel, Jocelyn","Menniel, Jocelyn"
"Menotti, Gian Carlo","Menotti, Gian Carlo"
"Menuhin, Yehudi","Menhuin, Yehudi"
"Mercanton, Jacques","Mercanton, Jacques"
"Mercier, André","Mercier, André"
"Mercier, Christiane","Mercier, Christiane"
"Mercier, Simone","Mercier, Simone"
"Merminod, Marcel","Merminod, Marcel"
"Mermoud, Philippe","Mermoud, Philippe"
"Mermoud, Robert","Mermoud, Robert"
"Mermoud, Simone","Mermoud, Simone"
"Mermoud, Véronique","Mermoud, Véronique"
"Merulo, Claudio","Merulo, Claudio"
Messager,"Messager, André"
"Messaien, Olivier","Messiaen, Olivier"
Messiaen,"Messiaen, Olivier"
"Messiaen, O.","Messiaen, Olivier"
"Messiaen, Olivier","Messiaen, Olivier"
"Metianu, Lucian","Metianu, Lucian"
"Mettler, Katrin","Mettler, Katrin"
"Meugé, Pierre-Stéphane","Meugé, Pierre-Stéphane"
"Meunier, Renée","Meunier, Renée"
"Meuron, Denise de","Meuron, Denise de"
"Meuron, Sabine de","Meuron, Sabine de"
"Meuron, de","Meuron, de"
"Mexin, Anne-Marie","Mexin, Anne-Marie"
"Mexin-Goldenhorn, A. M.","Mexin-Goldenhorn, Anne-Marie"
"Mexin-Goldenhorn, A.-M.","Mexin-Goldenhorn, Anne-Marie"
"Mexin-Goldenhorn, Anne-Marie","Mexin-Goldenhorn, Anne-Marie"
Meyer,"Meyer, Nett"
"Meyer de Stadelhofen, F.","Meyer de Stadelhofen, Frédéric"
"Meyer de Stadelhofen, Frédéric","Meyer de Stadelhofen, Frédéric"
"Meyer, Brigitte","Meyer, Brigitte"
"Meyer, Brigitte","Meyer, Brigitte"
"Meyer, Cahrlotte","Meyer, Charlotte"
"Meyer, Nett","Meyer, Nett"
"Meyer, René","Meyer, René"
"Meylan, Raymond","Meylan, Raymond"
"Mezö, Làszlo","Mezö, Làszlo"
"Micault, Jean","Micault, Jean"
"Michel, J.-F.","Michel, Jean-François"
"Michel, Jean-François","Michel, Jean-François"
"Michel, Jean-Frnçois","Michel, Jean-François"
"Michel, Matthieu","Michel, Matthieu"
"Michels, Charles","Michels, Charles"
"Michida, Satsuki","Michida, Satsuki"
"Micotti, Vincent","Micotti, Vincent"
"Mienniel, Jocelyn","Mienniel, Jocelyn"
"Migot, Georges","Migot, Georges"
"Migy, Raymond","Migy, Raymond"
"Mihalovici, Marcel","Mihalovici, Marcel"
"Mihaud, D.","Milhaud, Darius"
"Mijatovic, Nadezda","Mijatovic, Nadezda"
"Mikami, Ryo","Mikami, Ryo"
"Miki, Minoru","Miki, Minoru"
"Milan, Luis","Milan, Luis"
Milhaud,"Milhaud, Darius"
"Milhaud, D.","Milhaud, Darius"
"Milhaud, Darius","Milhaud, Darius"
"Milhaud, Marius","Milhaud, Darius"
"Minkova, Sylvia","Minkova, Sylvia"
"Mitukoshi, Akira","Mitukoshi, Akira"
"Moeckli, Jean-Pierre","Moeckli, Jean-Pierre"
Moffat,"Moffat, Alfred"
"Moldoveanu, Florin","Moldoveanu, Florin"
"Molinari, Ernesto","Molinari, Ernesto"
Molière,Molière
"Mollet, Pierre","Mollet, Pierre"
"Molnar, Heidi","Molnar, Heidi"
"Molnar-Berner, Heidi","Molnar, Heidi"
Mompou,"Mompou, Frederic"
Mondoville,"Mondonville, Jean-Joseph Cassanéa de"
"Monimart, Christine","Monimart, Christine"
"Monnard, Christine","Monnard, Christine"
"Monneron, Frédéric","Monneron, Frédéric"
"Monnier, Ph.","Monnier, Ph."
"Monnier, Valentin","Monnier, Valentin"
"Monot, Jean-François","Monot, Jean-François"
Monpou,"Mompou, Frederic"
Monsigny,"Monsigny, Pierre-Alexandre"
"Montandon, Christiane","Montandon, Christiane"
Monteclair,"Montéclair, Michel Pignolet de"
"Monteverde, Caudio","Monteverdi, Claudio"
Monteverdi,"Monteverdi, Claudio"
"Monteverdi, Claudio","Monteverdi, Claudio"
"Montéclair, Michel Pignolet de","Montéclair, Michel Pignolet de"
"Moor, Emmanuel","Moor, Emmanuel"
"Morard, Philippe","Morard, Philippe"
"Morath, Hélène","Morath, Hélène"
"Morel, J.","Morel, Jacques"
"Morel, Liliane","Morel, Liliane"
"Morel, Olivier","Morel, Olivier"
Morley,"Morley, Thomas"
"Morley, Thomas","Morley, Thomas"
"Morosanu, Magdalena","Morosanu, Magdalena"
Mortari,"Mortari, Virgilio"
"Mosca, Liana","Mosca, Liana"
Moscheles,"Moscheles, Ignaz"
"Moscheles, J.","Moscheles, Ignaz"
"Moser, Roland","Moser, Roland"
"Moser, Stéphane","Moser, Stéphane"
Moszkowski,"Moszkowski, Moritz"
"Moszkowski, M.","Moszkowski, Moritz"
"Moszkowski, Maurice","Moszkowski, Moritz"
Moszkowsky,"Moszkowski, Moritz"
Motart,"Mozart, Wolfgang Amadeus"
"Mottu, A.","Mottu, Alexandre"
"Mottu, Alexandre","Mottu, Alexandre"
"Moulaert, R.","Moulaert, Raymond"
"Mouron, Jacqueline","Mouron, Jacqueline"
Moussorgski,"Musorgsky, Modest Petrovich"
"Moussorgski, Modest","Musorgsky, Modest Petrovich"
Moussorgsky,"Musorgsky, Modest Petrovich"
"Moussorgsky, Modest","Musorgsky, Modest Petrovich"
"Moussu, Jeanne","Moussu, Jeanne"
"Moya, Carolina","Moya, Carolina"
"Moyriat, Leslie","Moyriat, Leslie"
"Moyse, L.","Moyse, Louis"
Mozart,"Mozart, Wolfgang Amadeus"
"Mozart, L.","Mozart, Leopold"
"Mozart, W.","Mozart, Wolfgang Amadeus"
"Mozart, W. A.","Mozart, Wolfgang Amadeus"
"Mozart, W.-A.","Mozart, Wolfgang Amadeus"
"Mozart, W.A.","Mozart, Wolfgang Amadeus"
"Mozart, Wolfgang Amadeus","Mozart, Wolfgang Amadeus"
"Mozart, Wolfgang Amdeus","Mozart, Wolfgang Amadeus"
"Mozart, w. A.","Mozart, Wolfgang Amadeus"
Mozskowski,"Moszkowski, Moritz"
"Mudarra, Alonso de","Mudarra, Alonso de"
"Mueller, Philippe","Mueller, Philippe"
"Muelli, Elisabeth","Muelli, Elisabeth"
"Muffat, Georg","Muffat, Georg"
"Mugnuolo, Giovanni","Mugnuolo, Giovanni"
"Muller, Charlotte","Muller, Charlotte"
"Muller, Philippe","Muller, Philippe"
Mulé,Mulé
"Mumenthaler, Amuela","Mumenthaler, Amuela"
"Murcia, Santiago de","Murcia, Santiago de"
Murray,Murray
"Murray-Robertson, Madeleine","Murray-Robertson, Madeleine"
"Musca, Dana","Musca, Dana"
"Musgrave, Thea","Musgrave, Thea"
Musset,"Musset, Alfred de"
"Musset, A. de","Musset, Alfred de"
"Musy, Marilyne","Musy, Marilyne"
"Mutter, Johannita","Mutter, Johannita"
"Méan, Marc","Méan, Marc"
"Mégros, Julien","Mégroz, Julien"
"Mégroz, Julien","Mégroz, Julien"
"Métral, Pierre","Métral, Pierre"
"Müller, Philippe","Müller, Philippe"
"Müller, Sabine","Müller, Sabine"
"Mülli, Elisabeth","Mülli, Elisabeth"
"N'Juna, Musa","N'Juna, Musa"
Naef,Naef
"Nagasaki, Saya","Nagasaki, Saya"
"Nagel, Barbara","Nagel, Barbara"
"Nakamura, Fumi","Nakamura, Fumi"
"Nakata, Yoshinao","Nakata, Yoshinao"
"Nakazawa, Hisanaga","Nakazawa, Hisanaga"
Nardini,"Nardini, Pietro"
"Nardini, Pietro","Nardini, Pietro"
"Narvaez, Luis de","Narváez, Luis de"
"Narvaez, Luys de","Narváez, Luis de"
"Nat, Yves","Nat, Yves"
"Nazé-Ohashi, Ritsuko","Nazé-Ohashi, Ritsuko"
"Nef, Isabelle","Nef, Isabelle"
"Negut, Radu","Negut, Radu"
Nekrasov,Nekrasov
"Neveux, Alain","Neveux, Alain"
Nicati,"Nicati, Jules Armand"
"Nichols, Brett","Nichols, Brett"
"Nick, Raphaël","Nick, Raphaël"
Nicolai,"Nicolai, Otto"
"Nicolas, Marie-Annick","Nicolas, Marie-Annick"
"Nicole, Georges","Nicole, Georges"
"Nicolet, Aurèle","Nicolet, Aurèle"
"Nielsen, Carl","Nielsen, Carl"
Niemann,"Niemann, Walter"
Niess,Niess
Nietzsche,"Nietzsche, Friedrich"
Nin,"Nín, Joaquín"
"Nin, Joaquin","Nín, Joaquín"
"Nishimura, A.","Nishimura, A."
"Nishimura, Shisho","Nishimura, Shisho"
"Nivers, Guillaume G.","Nivers, Guillaume-Gabriel"
"Noguchi, Yuji","Noguchi, Yuji"
Norden,Norden
"Nordgren, Pehr Henrik","Nordgren, Pehr Henrik"
"Normant, Anaïs","Normant, Anaïs"
"Noval, Sylvia","Noval, Sylvia"
"Noël, Clément","Noël, Clément"
"Nux, P. V. de la","Nux, Paul Véronge de la"
"Nzabonimpa, Maliza","Nzabonimpa, Maliza"
"O'Doherty, David","O'Doherty, David"
"Oberheue, Steve","Oberheue, Steve"
"Ockeghem, Johannes","Ockeghem, Johannes"
"Octors, Georges","Octors, Georges"
Octuor de cor du Conservatoire de Lausanne,Octuor de cor du Conservatoire de Lausanne
"Oehninger, Priscille","Oehninger, Priscille"
"Oester, Bänz","Oester, Bänz"
Offenbach,"Offenbach, Jacques"
"Offenbach, Jacques","Offenbach, Jacques"
"Okada, Naoko","Okada, Naoko"
"Olagne, Xavier","Olagne, Xavier"
Olivier,Olivier
"Olivier, François","Olivier, François"
"Olivier, Jusle","Olivier, Jusle"
"Olivier, Juste","Olivier, Juste"
"Ollone, Max d'","Ollone, Max d'"
"Orange, Jean-Christophe","Orange, Jean-Christophe"
Orchestre Cinq sept,Orchestre Cinq sept
Orchestre Piccolo,Orchestre Piccolo
Orchestre Romand,Orchestre Romand
Orchestre de chambre de Lausanne,Orchestre de chambre de Lausanne
Orchestre de l'HEMU,Orchestre de l'HEMU
Orchestre de la Julliard School of Music,Orchestre de la Julliard School of Music
Orchestre de la Suisse Romande,Orchestre de la Suisse Romande
Orchestre de musiciens lausannois,Orchestre de musiciens lausannois
Orchestre des Jeunes,Orchestre des Jeunes
Orchestre des Jeunes du Conservatoire,Orchestre des Jeunes du Conservatoire
Orchestre des Rencontres Musicales,Orchestre des Rencontres Musicales
Orchestre des jeunes,Orchestre des jeunes
Orchestre du Conservatoire,Orchestre du Conservatoire de Lausanne
Orchestre du Conservatoire de Lausanne,Orchestre du Conservatoire de Lausanne
Orchestre du Conservatoire de Lyon,Orchestre du Conservatoire de Lyon
"Orléans, Ch. d'",Charles Ier d'Orléans
"Ortiz, D.","Ortiz de Zárate, Domingo"
"Ortuño, Esther","Ortuño, Esther"
"Osipov, Alexey","Osipov, Alexey"
"Osorio Doren, Francisca","Osorio Doren, Francisca"
"Osorio, Edouard","Osorio, Edward"
"Osorio, Edward","Osorio, Edward"
"Osorio, Raphael","Osorio, Raphael Leite"
"Osorio, Raphaël","Osorio, Raphael Leite"
"Oswald, Sarah","Oswald, Sarah"
Otto Hegner,"Hegner, Otto"
"Ousenko, G.","Ousenko, Galina"
"Ousenko, Galina","Ousenko, Galina"
"Ousenko, Roman","Ousenko, Roman"
"Oussenko, Roman","Ousenko, Roman"
"Pacalet, Jean","Pacalet, Jean"
"Pache, Jean","Pache, Jean"
"Pache, Nicolas","Pache, Nicolas"
"Paderewski, I.","Paderewski, Ignacy Jan"
"Paderewski, I.-J.","Paderewski, Ignacy Jan"
"Paderewski, Ignace Ian","Paderewski, Ignacy Jan"
Padre Soler,"Soler, Antonio"
Paganini,"Paganini, Nicolò"
"Paganini, N.","Paganini, Nicolò"
"Paganini, Niccolo","Paganini, Nicolò"
"Paganini, Nicolo","Paganini, Nicolò"
"Paillard, Claire","Paillard, Claire"
"Paillet, Christophe","Paillet, Christophe"
"Painot, Julien","Painot, Julien"
Paisiello,"Paisiello, Giovanni"
"Pakar, René","Pakar, René"
Paladilhe,"Paladilhe, Emile"
"Palasthy, Peter","Palasthy, Peter"
Palmgen,"Palmgren, Selim"
"Palmgren, Selim","Palmgren, Selim"
"Palotai, Vilmos","Palotai, Vilmos"
"Panthès, Marie","Panthès, Marie"
"Pantillon, Cécile","Pantillon, Cécile"
"Pantillon, Marc","Pantillon, Marc"
"Pantillon, Marc,int","Pantillon, Marc"
"Panzer, S. E.","Panzer, Sabine E."
"Papaux, Marcel","Papaux, Marcel"
"Pappalardo, Emmanuele","Pappalardo, Emmanuele"
"Paquin, Marc","Paquin, Marc"
Paradisi,"Paradies, Domenico"
"Paradzik, Bozo","Paradzik, Bozo"
"Paraire, Jean-Marie","Paraire, Jean-Marie"
"Parish-Alvars, Elias","Parish-Alvars, Elias"
"Park, San Wool","Park, San Wool"
Parlow,Parlow
"Parlow, J.","Parlow, J."
"Parma, Mirjam","Parma, Mirjam"
"Paronuzzi, Giorgio","Paronuzzi, Giorgio"
"Pascal, C.","Pascal, Claude"
"Paschoud, Martine","Paschoud, Martine"
"Pasqual, C.","Pascal, Claude"
"Pasquier, Bruno","Pasquier, Bruno"
"Pasquier, P.","Pasquier, P."
"Pasquier, Suzanne du","Pasquier, Suzanne du"
"Pasquini, Bernardo","Pasquini, Bernardo"
"Passerini, Reynald","Passerini, Reynald"
"Pasteknik, Betina","Pasteknik, Betina"
"Paterno, Ivano","Paterno, Ivano"
"Patience, H.","Patience, H."
"Patrascu, Alexandru","Patrascu, Alexandru"
Paul Burger,"Buger, Paul"
"Pavelescu, Constantin","Pavelescu, Constantin"
"Pavlovic, Milutin","Pavlovic, Milutin"
"Payot, Laure-Anne","Payot, Laure-Anne"
"Payot, Martine","Payot, Martine"
"Peguy, Ch.","Péguy, Charles"
"Peirani, Vincent","Peirani, Vincent"
"Peisker, Katharina","Peisker, Katharina"
Pergolesi,"Pergolesi, Giovanni Battista"
Pergolèse,"Pergolesi, Giovanni Battista"
"Pernet, Benoît","Pernet, Benoît"
"Perrault, Charles","Perrault, Charles"
"Perrenoud, Annick","Perrenoud, Annick"
"Perrenoud, L.","Perrenoud, L."
"Perret, Denise","Perret, Denise"
"Perret, Michel","Perret, Michel"
"Perretti, Claudine","Perretti, Claudine"
"Perrier, Anne","Perrier, Anne"
"Perrin, Jean","Perrin, Jean"
"Perrin, Maurice","Perrin, Maurice"
"Perrot, Nils","Perrot, Nils"
"Perrottet, Jeanne","Perrottet, Jeanne"
"Perry, Thalia","Perry, Thalia"
"Persson, Mats","Persson, Mats"
"Pescetti, G.","Pescetti, Giovanni Battista"
"Peschetti, G. M.","Pescetti, Giovanni Battista"
"Pescia, Cédric","Pescia, Cédric"
"Pessard, E.","Pessard, Emile"
"Peter, Jean-Daniel","Peter, Jean-Daniel"
"Petit, Jean","Petit, Jean"
"Petit, Pierre","Petit, Pierre"
"Petraglio, Curzio","Petraglio, Curzio"
"Petralia, Giovanni","Petralia, Giovanni"
Petrassi,"Petrassi, Goffredo"
"Peytregnet, Elise","Peytregnet, Elise"
"Pfarrer, Astrid","Pfarrer, Astrid"
"Pfeiffer, G.","Pfeiffer, Georges"
"Pfenninger, Andreas","Pfenninger, Andreas"
Pfitzner,"Pfitzner, Hans"
"Philidor, Anne Danican","Philidor, Anne Danican"
"Philidor, Pierre Danican","Philidor, Pierre Danican"
Philipp,"Philipp, Isidor"
